Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Krtap21-1,Other,0.4567,0.0493,Real,12.2342,14.45,0.3756,0.1303,False,-0.2409,1,20,False,"All agree: none"
Krtap6-2,Other,0.5581,0.101,Real,0.7005,16.57,0.5831,0.0727,False,-0.2132,1,20,False,"AR(2) unique"
Krtap8-1,Other,0.5682,0.0936,Real,4.0888,14.22,0.4572,0.1046,False,-0.1567,1,24,False,"AR(2) unique"
Krtap7-1,Other,0.7241,0.2394,Real,2.0432,13.34,0.1295,0.2547,False,-0.356,1,20,False,"AR(2) unique"
Krtap11-1,Other,0.6388,0.1644,Real,3.8655,13.89,0.4104,0.1186,False,-0.2555,1,20,False,"AR(2) unique"
Tiam1,Other,0.3702,0.0226,Real,2.1345,11.23,0.6531,0.0577,False,0.16,1,28,False,"All agree: none"
Scaf4,Other,0.4839,0.1053,Real,17.7993,0.04,0.4967,0.0939,False,0.2336,1,24,False,"All agree: none"
Mis18a,Other,0.418,0.0419,Real,3.4355,20.55,0.0278,0.3861,True,0.457,0.2954,20,False,"Rhythm-only"
Urb1,Other,0.3365,0.033,Complex,20.9524,10.88,0.1085,0.2722,False,-0.3855,0.8575,24,False,"All agree: none"
1110004E09Rik,Other,0.8203,0.3752,Real,5.9248,6.46,0.8072,0.0294,False,-0.1018,1,28,False,"AR(2) unique"
Synj1,Other,0.6381,0.1905,Real,5.556,3.51,0.757,0.0382,False,-0.1996,1,28,False,"AR(2) unique"
Paxbp1,Other,0.6616,0.2021,Real,17.2434,4.42,0.2855,0.1675,False,-0.2909,1,24,False,"AR(2) unique"
4932438H23Rik,Other,0.7766,0.3069,Real,1.3088,17.2,0.2734,0.173,False,0.293,1,24,False,"AR(2) unique"
Gm9881,Other,0.3772,0.0206,Real,0.2696,14.27,0.8871,0.0165,False,-0.2099,1,28,False,"All agree: none"
Tmem50b,Other,0.3843,0.0181,Real,38.9173,7.62,0.7009,0.0484,False,-0.2255,1,24,False,"All agree: none"
Dnajc28,Other,0.6353,0.1301,Real,30.3961,0.29,0.0181,0.4171,True,0.4509,0.3108,24,False,"Partial"
Gart,Other,0.6872,0.1812,Real,52.5135,5.58,0.0027,0.5396,True,-0.5647,0.0421,24,True,"All agree"
Donson,Other,0.723,0.2341,Real,3.3664,6.49,0.1617,0.2325,False,0.3796,0.9516,20,False,"AR(2) unique"
Cryzl1,Other,0.533,0.074,Real,26.7777,0.33,0.1107,0.2701,False,0.4088,0.621,24,False,"AR(2) unique"
Atp5o,Other,0.3529,0.055,Complex,67.6392,5.84,0.0434,0.3519,True,-0.3388,1,24,False,"Rhythm-only"
4930563D23Rik,Other,0.2299,0.0936,Complex,0.4353,19.77,0.9293,0.0101,False,0.1691,1,28,False,"All agree: none"
Kcne1,Other,0.4942,0.0792,Complex,0.9316,17.47,0.6564,0.0571,False,0.3309,1,28,False,"All agree: none"
Rcan1,Other,0.4139,0.2447,Complex,204.0585,8.87,0.0018,0.5607,True,-0.5455,0.0574,24,False,"Rhythm-only"
Runx1,Other,0.4562,0.0793,Complex,2.6698,14.86,0.1682,0.2285,False,0.3365,1,28,False,"All agree: none"
Setd4,Other,0.4506,0.0778,Real,13.7734,13.89,0.0282,0.3853,True,-0.4582,0.2761,24,False,"Rhythm-only"
Cldn14,Other,0.433,0.1291,Real,11.7214,4.85,0.1437,0.2443,False,-0.3709,1,24,False,"All agree: none"
Hlcs,Other,0.6995,0.2028,Real,40.4965,1.12,0.0149,0.4309,True,0.4644,0.2619,24,False,"Partial"
Pigp,Other,0.0485,0.0002,Real,8.6956,14.13,0.5147,0.0893,False,0.2618,1,28,False,"All agree: none"
Dscr3,Other,0.7215,0.2306,Real,66.3636,1.45,0.0026,0.5408,True,0.5548,0.0504,24,False,"Partial"
Kcnj6,Other,0.5597,0.0866,Real,0.7585,13.39,0.2539,0.1821,False,-0.2288,1,24,False,"AR(2) unique"
6530402D11Rik,Other,0.5588,0.0955,Real,2.3191,10.5,0.4281,0.113,False,0.2878,1,28,False,"AR(2) unique"
Erg,Other,0.5642,0.1346,Real,4.7923,4.68,0.5293,0.0855,False,-0.24,1,28,False,"AR(2) unique"
Psmg1,Other,0.4964,0.1491,Real,45.7702,6.29,0.0189,0.414,True,0.5844,0.0283,28,True,"Rhythm-only"
Brwd1,Other,0.5423,0.0793,Real,49.3406,16.18,0.0165,0.4238,True,-0.4627,0.2619,24,False,"Partial"
Hmgn1,Other,0.5249,0.0664,Real,7.8037,11.88,0.4514,0.1062,False,-0.2774,1,28,False,"AR(2) unique"
Lca5l,Other,0.5462,0.0744,Real,0.3319,9.87,0.6996,0.0486,False,-0.2477,1,20,False,"AR(2) unique"
Itgb2l,Other,0.6377,0.1415,Real,2.7827,16.41,0.2032,0.2085,False,0.3607,1,24,False,"AR(2) unique"
Dscam,Other,0.4786,0.0478,Real,0.6258,15.31,0.791,0.0321,False,-0.188,1,20,False,"All agree: none"
G370062D05Rik,Other,0.1596,0.001,Real,0.5691,9.66,0.7028,0.048,False,0.2067,1,28,False,"All agree: none"
Mx1,Other,0.6222,0.1104,Real,1.714,22.06,0.1029,0.2774,False,0.4302,0.4702,24,False,"AR(2) unique"
Fam3b,Other,0.411,0.0276,Real,2.0962,0.07,0.0519,0.338,False,0.3839,0.9062,24,False,"All agree: none"
Tmprss2,Other,0.5482,0.0777,Real,12.3195,1.94,0.1391,0.2476,False,0.3066,1,24,False,"AR(2) unique"
Ripk4,Other,0.6992,0.2164,Real,7.7469,10.49,0.0016,0.5681,True,-0.5792,0.0321,24,True,"All agree"
Prdm15,Other,0.393,0.1945,Real,5.271,16.62,0.5991,0.0691,False,0.1527,1,24,False,"All agree: none"
C2cd2,Other,0.6887,0.1434,Real,123.8088,22.55,0.0067,0.4837,True,0.5018,0.1297,24,False,"Partial"
Zbtb21,Other,0.3943,0.5162,Complex,71.7455,3.71,0,0.8528,True,-0.7346,0.002,24,True,"Rhythm-only"
A630089N07Rik,Other,0.6743,0.204,Real,39.7656,3.39,0.0033,0.5273,True,-0.5455,0.0574,24,False,"Partial"
Scaf8,Other,0.5308,0.0772,Real,31.4805,20.86,0.1286,0.2554,False,0.3181,1,28,False,"AR(2) unique"
Tiam2,Other,0.562,0.1988,Complex,4.6558,7.73,0.7953,0.0313,False,-0.1606,1,28,False,"AR(2) unique"
Cldn20,Other,0.3561,0.1219,Real,2.8578,9.75,0.6504,0.0583,False,0.1779,1,28,False,"All agree: none"
Arid1b,Other,0.6348,0.1252,Real,43.9896,23.01,0.0912,0.2888,False,-0.3811,0.9077,28,False,"AR(2) unique"
Zdhhc14,Other,0.4082,0.1127,Real,23.9562,8.22,0.0025,0.5445,True,-0.4582,0.2761,24,False,"Rhythm-only"
Snx9,Other,0.7004,0.21,Real,33.6672,20.72,0.3842,0.1272,False,-0.2482,1,20,False,"AR(2) unique"
Synj2,Other,0.4949,0.3921,Real,15.5018,14.11,0.0015,0.5721,True,0.5382,0.0663,24,False,"Rhythm-only"
Gtf2h5,Other,0.3426,0.0816,Complex,47.0659,0.39,0.1644,0.2308,False,0.3577,1,20,False,"All agree: none"
Tulp4,Other,0.7361,0.2825,Real,48.9032,12.15,0.0003,0.6465,True,-0.6618,0.0064,24,True,"All agree"
Sytl3,Other,0.391,0.0241,Complex,0.6582,12.08,0.5573,0.0786,False,0.3181,1,28,False,"All agree: none"
Gm1604a,Other,0.2897,0.0131,Real,0.9858,13.27,0.5146,0.0894,False,-0.239,1,20,False,"All agree: none"
Rps6ka2,Other,0.1378,0.0609,Complex,2.2686,6.13,0.4023,0.1212,False,-0.2909,1,24,False,"All agree: none"
Tagap,Other,0.4101,0.0525,Real,0.753,20.05,0.8373,0.0244,False,0.2711,1,28,False,"All agree: none"
Fgfr1op,Other,0.2901,0.1079,Real,7.2394,20.7,0.6446,0.0595,False,0.1639,1,24,False,"All agree: none"
Ccr6,Other,0.3334,0.018,Real,1.6647,16.72,0.2668,0.1763,False,0.3015,1,24,False,"All agree: none"
Prr18,Other,0.3667,0.0131,Real,1.8345,18.5,0.9024,0.0143,False,0.2359,1,28,False,"All agree: none"
T2,Other,0.5623,0.1016,Complex,1.3341,5.4,0.5573,0.0786,False,0.2385,1,20,False,"AR(2) unique"
T,Other,0.3902,0.0354,Real,1.6825,12.81,0.1239,0.2594,False,0.34,1,28,False,"All agree: none"
Pde10a,Other,0.5681,0.0876,Real,1.3648,15.97,0.3537,0.1381,False,0.2336,1,28,False,"AR(2) unique"
1700010I14Rik,Other,0.5935,0.1761,Real,6.585,23.83,0.0012,0.5837,True,0.5865,0.0281,24,True,"All agree"
Park2,Other,0.5892,0.3248,Real,41.3847,16.56,0,0.7724,True,0.6982,0.0034,24,True,"All agree"
Agpat4,Other,0.2548,0.0338,Complex,1.56,19.76,0.3101,0.1562,False,-0.3026,1,20,False,"All agree: none"
Plg,Other,0.3895,0.143,Complex,179.8674,20.8,0.0222,0.4026,True,0.4873,0.1674,24,False,"Rhythm-only"
Slc22a2,Other,0.78,0.3673,Real,1.0062,20.46,0.8248,0.0265,False,0.1202,1,20,False,"AR(2) unique"
Airn,Other,0.3984,0.1344,Real,27.2345,21.01,0.0029,0.536,True,0.4991,0.1398,24,False,"Rhythm-only"
Mrgprh,Other,0.5216,0.0622,Real,2.5329,14.49,0.3493,0.1397,False,-0.3223,1,20,False,"AR(2) unique"
Tcp1,Other,0.657,0.4998,Real,292.2023,9.51,0,0.7771,True,-0.7055,0.0031,24,True,"All agree"
Snora20,Other,0.8147,0.3651,Real,29.812,23.63,0.0103,0.4565,True,0.4727,0.217,24,False,"Partial"
Sod2,Other,0.7563,0.2987,Real,217.1186,4.7,0.0016,0.5679,True,-0.6062,0.0187,28,True,"All agree"
Gm10512,Other,0.5823,0.0883,Real,2.3078,14.03,0.374,0.1309,False,-0.2514,1,24,False,"AR(2) unique"
Smok2a,Other,0.3915,0.0499,Real,0.4907,17.68,0.8795,0.0177,False,-0.1431,1,20,False,"All agree: none"
Smok2b,Other,0.275,0.0144,Complex,0.3742,19.34,0.6211,0.0643,False,-0.3808,0.9975,20,False,"All agree: none"
Mllt4,Other,0.7002,0.2306,Real,78.8194,1.21,0.0014,0.5728,True,0.584,0.0296,24,True,"All agree"
Gm7168,Other,0.1446,0.0003,Real,0.743,14.35,0.4934,0.0948,False,-0.3364,1,20,False,"All agree: none"
Smoc2,Other,0.4576,0.057,Complex,1.2585,14.5,0.9675,0.0047,False,-0.1533,1,20,False,"All agree: none"
1600012H06Rik,Other,0.7256,0.1848,Real,36.3034,23.55,0.0105,0.455,True,0.4727,0.217,24,False,"Partial"
Ermard,Other,0.4915,0.244,Real,21.3692,23.04,0.0023,0.5493,True,0.5818,0.0296,24,True,"Rhythm-only"
Fam120b,Other,0.7127,0.2314,Real,40.9002,11.37,0.0568,0.3303,False,-0.4727,0.217,20,False,"AR(2) unique"
Tbp,Other,0.5048,0.0579,Real,27.778,22.61,0.0671,0.3163,False,0.4117,0.5915,24,False,"AR(2) unique"
Chd1,Other,0.5373,0.0719,Real,35.4661,16.74,0.3276,0.1488,False,-0.2336,1,20,False,"AR(2) unique"
BC002059,Other,0.6196,0.1109,Real,5.9666,3.86,0.4616,0.1034,False,0.3942,0.7717,20,False,"AR(2) unique"
Riok2,Other,0.5598,0.2715,Real,180.3905,10.36,0.0009,0.5974,True,-0.5891,0.0257,24,True,"All agree"
Lix1,Other,0.7311,0.3022,Complex,0.8843,15.26,0.5672,0.0763,False,0.2691,1,28,False,"AR(2) unique"
Vmn2r90,Other,0.2188,0.0674,Real,1.1867,12.36,0.7699,0.0358,False,-0.1207,1,24,False,"All agree: none"
Mir99b,Other,0.5477,0.0624,Real,8.6053,15.11,0.3724,0.1315,False,0.2764,1,28,False,"AR(2) unique"
Mirlet7e,Other,0.5139,0.1703,Complex,1.7994,0.94,0.6459,0.0592,False,-0.2109,1,28,False,"AR(2) unique"
Mir125a,Other,0.3326,0.0629,Real,2.6211,13.59,0.7528,0.0391,False,0.2222,1,28,False,"All agree: none"
Spaca6,Other,0.4612,0.0903,Complex,1.1607,6.72,0.8603,0.0207,False,-0.1964,1,24,False,"All agree: none"
Fpr-rs4,Other,0.426,0.0301,Real,1.2038,12.31,0.0208,0.4075,True,-0.4265,0.4977,24,False,"Rhythm-only"
Vmn2r93,Other,0.4039,0.0246,Real,46.2951,14.03,0.2844,0.1679,False,-0.3066,1,20,False,"All agree: none"
Vmn2r96,Other,0.2248,0.0095,Real,10.0005,13.77,0.2073,0.2063,False,-0.3254,1,24,False,"All agree: none"
Vmn2r99,Other,0.3057,0.0153,Real,10.4031,13.72,0.3456,0.1414,False,-0.2847,1,20,False,"All agree: none"
Vmn1r224,Other,0.523,0.0647,Real,12.6801,13.77,0.1578,0.2351,False,-0.3223,1,24,False,"AR(2) unique"
Vmn1r225,Other,0.3117,0.0253,Real,6.7253,14,0.3119,0.1554,False,-0.2459,1,20,False,"All agree: none"
Vmn1r226,Other,0.377,0.0192,Real,2.4382,13.52,0.2273,0.1956,False,-0.31,1,20,False,"All agree: none"
Vmn1r227,Other,0.2391,0.0038,Real,5.4776,13.99,0.2952,0.1631,False,-0.1978,1,20,False,"All agree: none"
Vmn1r229,Other,0.398,0.023,Real,4.6549,14.07,0.2997,0.1608,False,-0.2993,1,20,False,"All agree: none"
Vmn1r230,Other,0.5826,0.1108,Real,3.6473,13.85,0.4425,0.1088,False,-0.1825,1,20,False,"AR(2) unique"
Ppp2r1a,Other,0.5788,0.2151,Real,197.133,22.21,0.001,0.5914,True,0.5673,0.0391,24,True,"All agree"
Zfp160,Other,0.4821,0.0738,Real,3.042,20.52,0.2336,0.1924,False,0.3088,1,28,False,"All agree: none"
Vmn1r234,Other,0.4236,0.0309,Real,2.7368,15.07,0.1331,0.252,False,-0.4044,0.6938,20,False,"All agree: none"
Vmn1r235,Other,0.4751,0.127,Real,0.9265,12.67,0.5263,0.0862,False,-0.2008,1,20,False,"All agree: none"
Vmn1r236,Other,0.2043,0.0164,Real,2.2791,14.65,0.4862,0.0968,False,-0.2156,1,20,False,"All agree: none"
Vmn1r237,Other,0.31,0.0107,Complex,0.7882,14.25,0.2574,0.1804,False,-0.2667,1,24,False,"All agree: none"
Zfp677,Other,0.3768,0.0251,Complex,0.7944,23.31,0.2334,0.1925,False,0.3327,1,20,False,"All agree: none"
Zfp54,Other,0.6425,0.1423,Real,8.3539,5.6,0.0088,0.4664,True,0.5229,0.0938,20,False,"Partial"
Zfp51,Other,0.6563,0.1557,Real,23.8363,1.44,0.0091,0.4643,True,-0.5164,0.0993,24,False,"Partial"
Zfp53,Other,0.4777,0.3434,Complex,20.121,4.69,0.0014,0.574,True,0.5448,0.0621,20,False,"Rhythm-only"
Zfp52,Other,0.6353,0.1588,Complex,1.1798,8.56,0.6213,0.0643,False,0.2606,1,20,False,"AR(2) unique"
Zfp948,Other,0.6131,0.1241,Real,28.0447,5.96,0.0665,0.3171,False,0.3796,0.9516,20,False,"AR(2) unique"
Zfp983,Other,0.3366,0.1091,Complex,21.2432,5.01,0.0832,0.2971,False,-0.3709,1,24,False,"All agree: none"
Zfp760,Other,0.4895,0.2155,Real,21.6928,3.26,0.0008,0.6027,True,0.6084,0.0185,24,True,"Rhythm-only"
Zfp229,Other,0.7222,0.2566,Real,19.5656,3.04,0.0754,0.3058,False,0.4044,0.6607,24,False,"AR(2) unique"
4930515G13Rik,Other,0.5765,0.0992,Real,0.9181,13.5,0.6768,0.0531,False,-0.1682,1,20,False,"AR(2) unique"
Zfp943,Other,0.632,0.1635,Real,17.406,21.16,0.2357,0.1912,False,0.3504,1,28,False,"AR(2) unique"
Zfp758,Other,0.6149,0.125,Real,2.4328,21.62,0.4035,0.1208,False,-0.2377,1,28,False,"AR(2) unique"
Zfp946,Other,0.7823,0.2925,Real,38.9529,21.37,0.3388,0.1443,False,0.2815,1,28,False,"AR(2) unique"
Vmn2r112,Other,0.1235,0.0043,Complex,6.5326,13.67,0.1966,0.212,False,-0.4881,0.1794,24,False,"All agree: none"
Gm9805,Other,0.3033,0.0374,Real,0.1675,0.82,0.5251,0.0865,False,0.2772,1,24,False,"All agree: none"
Vmn2r113,Other,0.1946,0.0021,Real,0.5987,15.08,0.7479,0.0399,False,-0.2336,1,20,False,"All agree: none"
Vmn2r115,Other,0.3315,0.0448,Complex,1.6626,15.28,0.7876,0.0327,False,-0.2165,1,28,False,"All agree: none"
Zscan10,Other,0.287,0.0071,Real,0.6656,11.24,0.7707,0.0356,False,-0.2051,1,20,False,"All agree: none"
Ccdc64b,Other,0.5034,0.0563,Real,2.9578,21.35,0.3251,0.1499,False,0.2669,1,20,False,"AR(2) unique"
Hcfc1r1,Other,0.3811,0.103,Real,16.3127,2.37,0.1258,0.2579,False,0.3066,1,20,False,"All agree: none"
Cldn6,Other,0.3649,0.0366,Real,2.322,2.29,0.3611,0.1355,False,-0.3024,1,24,False,"All agree: none"
Pkmyt1,Other,0.4146,0.0571,Complex,2.8454,17.27,0.8378,0.0243,False,0.1164,1,28,False,"All agree: none"
Srrm2,Other,0.2478,0.1724,Complex,232.3324,19.78,0.0023,0.5494,True,0.5745,0.034,24,True,"Rhythm-only"
Prss32,Other,0.4308,0.0349,Real,1.4563,17.3,0.626,0.0633,False,0.3388,1,28,False,"All agree: none"
Prss21,Other,0.305,0.0099,Complex,0.4314,15.21,0.7154,0.0456,False,0.1859,1,28,False,"All agree: none"
Dcpp1,Other,0.6249,0.1313,Real,4.3665,15.04,0.5624,0.0774,False,-0.2336,1,20,False,"AR(2) unique"
Dcpp2,Other,0.383,0.0286,Real,0.2709,2.26,0.746,0.0402,False,0.1704,1,28,False,"All agree: none"
Dcpp3,Other,0.422,0.06,Real,0.5847,13.31,0.91,0.0131,False,-0.1431,1,20,False,"All agree: none"
Sbp,Other,0.3463,0.0178,Complex,0.409,10.78,0.7869,0.0329,False,-0.2541,1,28,False,"All agree: none"
Prss27,Other,0.6936,0.2005,Real,9.927,14.24,0.0984,0.2816,False,0.5045,0.1236,28,False,"AR(2) unique"
BC028777,Other,0.404,0.0405,Complex,6.4106,15.39,0.3397,0.1439,False,0.3679,1,28,False,"All agree: none"
Abca3,Other,0.3937,0.1028,Complex,46.7369,1.29,0.0582,0.3284,False,0.3985,0.7357,24,False,"All agree: none"
Rnps1,Other,0.5888,0.0986,Real,36.7295,21.33,0.0335,0.3722,True,0.4436,0.351,24,False,"Partial"
Eci1,Other,0.5813,0.1278,Real,116.7357,14.85,0.05,0.3409,True,0.4655,0.245,28,False,"Partial"
Pgp,Other,0.3506,0.0737,Complex,81.8163,5.77,0.0096,0.4607,True,-0.4627,0.2619,24,False,"Rhythm-only"
Bricd5,Other,0.4035,0.0367,Real,2.3638,15.05,0.2175,0.2007,False,0.4029,0.6938,28,False,"All agree: none"
Caskin1,Other,0.3594,0.0171,Real,2.9385,14.82,0.3558,0.1373,False,0.3273,1,28,False,"All agree: none"
Pkd1,Other,0.3166,0.0945,Real,8.864,14.55,0.6762,0.0532,False,-0.2004,1,24,False,"All agree: none"
Nthl1,Other,0.5028,0.0518,Real,3.4196,5.3,0.6525,0.0579,False,0.2774,1,20,False,"AR(2) unique"
Zfp598,Other,0.5728,0.1178,Real,3.577,20.4,0.9396,0.0088,False,0.1718,1,28,False,"AR(2) unique"
Noxo1,Other,0.1747,0.0089,Real,4.0105,16.92,0.1379,0.2485,False,0.3521,1,28,False,"All agree: none"
Rps2,Other,0.6767,0.2916,Real,216.368,2.06,0.0751,0.3063,False,0.4088,0.621,24,False,"AR(2) unique"
Rpl3l,Other,0.2038,0.0025,Real,0.5653,14.73,0.6729,0.0539,False,0.2899,1,28,False,"All agree: none"
Msrb1,Other,0.6311,0.147,Real,148.6513,2.65,0.0485,0.3434,True,-0.5382,0.0663,28,False,"Partial"
Hs3st6,Other,0.4486,0.04,Real,0.8188,8.95,0.9447,0.008,False,0.1275,1,28,False,"All agree: none"
Meiob,Other,0.4531,0.244,Real,51.0982,20.96,0.0009,0.5954,True,0.6327,0.0109,24,True,"Rhythm-only"
Hagh,Other,0.6253,0.1404,Real,223.9053,11.98,0.0208,0.4072,True,-0.4554,0.2954,24,False,"Partial"
Igfals,Other,0.4518,0.2452,Complex,160.8526,7.5,0.0049,0.5041,True,-0.5745,0.034,24,True,"Rhythm-only"
Spsb3,Other,0.6896,0.2817,Real,72.0543,2.66,0.0005,0.6219,True,0.5402,0.0663,24,False,"Partial"
Mrps34,Other,0.7955,0.3387,Real,39.4287,12.33,0.0062,0.4892,True,-0.4582,0.2761,24,False,"Partial"
Nme3,Other,0.6795,0.2353,Real,12.4487,4.14,0.7541,0.0388,False,0.1825,1,20,False,"AR(2) unique"
Ift140,Other,0.5852,0.2075,Real,21.6922,3.7,0.0001,0.6813,True,0.6594,0.007,24,True,"All agree"
Ptx4,Other,0.3127,0.0423,Complex,1.2778,11.6,0.3433,0.1423,False,0.2436,1,28,False,"All agree: none"
Clcn7,Other,0.5791,0.1324,Real,30.9833,16.9,0.3612,0.1354,False,-0.3431,1,20,False,"AR(2) unique"
Ccdc154,Other,0.7323,0.3196,Complex,0.7311,14.58,0.6849,0.0515,False,0.2742,1,28,False,"AR(2) unique"
BC003965,Other,0.5346,0.1692,Complex,18.0114,12.46,0.669,0.0547,False,-0.1858,1,28,False,"AR(2) unique"
Unkl,Other,0.4363,0.134,Real,42.9229,3.05,0.0173,0.42,True,0.4772,0.2047,24,False,"Rhythm-only"
Tsr3,Other,0.2183,0.0203,Real,14.5873,2.85,0.0759,0.3052,False,0.3723,1,24,False,"All agree: none"
Prss34,Other,0.1779,0.0219,Real,1.639,15.97,0.309,0.1566,False,0.4808,0.2031,28,False,"All agree: none"
Prss28,Other,0.4189,0.0733,Complex,0.993,14.16,0.2374,0.1903,False,-0.3824,0.9516,28,False,"All agree: none"
Prss29,Other,0.2915,0.0082,Complex,1.4963,9.77,0.7123,0.0461,False,-0.292,1,20,False,"All agree: none"
Tpsb2,Other,0.7668,0.2961,Real,2.0219,15.19,0.0396,0.3595,True,0.4982,0.1482,28,False,"Partial"
Tpsg1,Other,0.4188,0.053,Real,0.9113,11.82,0.7647,0.0368,False,0.329,1,28,False,"All agree: none"
Tekt4,Other,0.2744,0.0081,Complex,0.7747,15.09,0.5704,0.0757,False,0.2637,1,28,False,"All agree: none"
Lmf1,Other,0.3885,0.089,Real,105.187,2.25,0.0259,0.3913,True,0.4672,0.245,24,False,"Rhythm-only"
Gng13,Other,0.5613,0.1316,Real,0.977,14.77,0.7463,0.0402,False,0.1639,1,28,False,"AR(2) unique"
Rpusd1,Other,0.2255,0.0157,Complex,1.8523,20,0.7312,0.0428,False,0.1798,1,28,False,"All agree: none"
Mslnl,Other,0.4144,0.0406,Real,1.0795,15.81,0.6567,0.0571,False,0.2149,1,28,False,"All agree: none"
Narfl,Other,0.7039,0.3137,Real,6.6166,5.63,0.7826,0.0337,False,0.2555,1,20,False,"AR(2) unique"
Ccdc78,Other,0.1375,0.0004,Real,0.7427,10.19,0.876,0.0182,False,0.1938,1,28,False,"All agree: none"
Fbxl16,Other,0.2466,0.0038,Complex,1.5884,6.85,0.2298,0.1944,False,-0.3309,1,24,False,"All agree: none"
Wdr24,Other,0.6725,0.1963,Real,9.9068,0.9,0.0543,0.3344,False,0.3534,1,24,False,"AR(2) unique"
Jmjd8,Other,0.7224,0.7471,Complex,285.6141,3.15,0,0.7922,True,0.7737,0.0013,24,True,"All agree"
0610011F06Rik,Other,0.6241,0.2003,Real,80.3769,2.91,0.0554,0.3326,False,0.4088,0.621,20,False,"AR(2) unique"
D630044L22Rik,Other,0.2392,0.0033,Complex,2.9,5.31,0.1221,0.2607,False,0.3693,1,20,False,"All agree: none"
Tmem8,Other,0.7545,0.2602,Real,32.706,3.95,0.1561,0.2361,False,-0.4828,0.1807,28,False,"AR(2) unique"
Mrpl28,Other,0.6313,0.1809,Complex,10.8426,4.36,0.3813,0.1282,False,-0.2109,1,24,False,"AR(2) unique"
Axin1,Other,0.5671,0.0939,Real,24.6663,17.18,0.0743,0.3072,False,0.3739,1,28,False,"AR(2) unique"
Rgs11,Other,0.6405,0.1925,Complex,1.1249,9.28,0.8433,0.0235,False,0.2198,1,20,False,"AR(2) unique"
Luc7l,Other,0.5386,0.1559,Real,17.3094,2.05,0.5759,0.0743,False,0.2669,1,28,False,"AR(2) unique"
Neurl1b,Other,0.6356,0.1613,Complex,1.1439,19.52,0.7281,0.0433,False,-0.2263,1,20,False,"AR(2) unique"
Ergic1,Other,0.5816,0.2657,Real,241.9184,2.46,0.0001,0.7008,True,0.6497,0.0084,20,True,"All agree"
Atp6v0e,Other,0.2802,0.0073,Real,73.7236,7.85,0.0942,0.2858,False,0.4234,0.4977,20,False,"All agree: none"
Crebrf,Other,0.3878,0.0224,Complex,64.1222,0.11,0.2748,0.1723,False,-0.3534,1,28,False,"All agree: none"
Bnip1,Other,0.5972,0.1124,Real,41.1528,23.88,0.0411,0.3565,True,0.3898,0.8177,24,False,"Partial"
Phf1,Other,0.6137,0.1355,Real,27.3414,18.22,0.1091,0.2716,False,0.5668,0.0421,28,True,"Partial"
Syngap1,Other,0.4301,0.0441,Real,7.9138,12.81,0.4238,0.1144,False,0.3085,1,28,False,"All agree: none"
Zbtb9,Other,0.3508,0.034,Real,12.6749,1.6,0.1777,0.223,False,0.2596,1,28,False,"All agree: none"
Ggnbp1,Other,0.2639,0.0704,Complex,5.7015,4.69,0.4159,0.1168,False,0.4526,0.3108,20,False,"All agree: none"
Itpr3,Other,0.4126,0.0848,Complex,6.7557,13.4,0.3178,0.153,False,0.4189,0.5292,28,False,"All agree: none"
Gm10505,Other,0.337,0.0128,Real,3.1148,15.16,0.2412,0.1885,False,0.3461,1,24,False,"All agree: none"
Hmga1,Other,0.7688,0.275,Real,66.303,15.66,0.6163,0.0655,False,0.1851,1,28,False,"AR(2) unique"
C130040N14Rik,Other,0.4148,0.0291,Real,6.4634,13.42,0.3402,0.1436,False,0.2577,1,28,False,"All agree: none"
Pacsin1,Other,0.2046,0.011,Complex,2.2419,15.49,0.4988,0.0934,False,0.2473,1,28,False,"All agree: none"
Uhrf1bp1,Other,0.538,0.0765,Real,22.5568,9.64,0.0423,0.354,True,-0.3723,1,20,False,"Partial"
Anks1,Other,0.1962,0.0268,Real,6.0278,13.41,0.5218,0.0875,False,0.3388,1,28,False,"All agree: none"
Scube3,Other,0.3008,0.0079,Real,2.0882,13.55,0.2522,0.1831,False,0.3577,1,28,False,"All agree: none"
Zfp523,Other,0.2509,0.0602,Real,6.7331,12.22,0.6381,0.0608,False,0.1639,1,28,False,"All agree: none"
Def6,Other,0.1974,0.0115,Complex,3.1602,16.17,0.3039,0.159,False,-0.3181,1,20,False,"All agree: none"
Ppard,Other,0.6855,0.6262,Complex,246.3145,2.18,0,0.7324,True,-0.7055,0.0031,24,True,"All agree"
Fance,Other,0.1903,0.0707,Real,2.2735,3.4,0.8357,0.0247,False,0.1898,1,20,False,"All agree: none"
E230001N04Rik,Other,0.4473,0.1172,Complex,2.3765,12.83,0.2131,0.2032,False,0.2764,1,24,False,"All agree: none"
Armc12,Other,0.4105,0.2042,Complex,1.6168,19.87,0.4281,0.113,False,0.4436,0.351,28,False,"All agree: none"
Clpsl2,Other,0.5614,0.0747,Real,2.9144,14.62,0.0935,0.2867,False,0.4218,0.4977,28,False,"AR(2) unique"
Lhfpl5,Other,0.2402,0.0286,Complex,1.3854,13.68,0.1617,0.2325,False,-0.369,1,24,False,"All agree: none"
Mapk14,Other,0.5174,0.5773,Real,234.4996,7.67,0,0.8043,True,-0.72,0.0024,24,True,"All agree"
