timestamp,TopFlash_NL,BetaCatenin_NL
2160,0.8889546143164415,0.9884204445369316
2170,0.8941576292140558,0.9910372961847047
2180,0.9042292649061436,1.0025919136390113
2190,0.888083271710044,0.9959095931652946
2200,0.8830461599709735,0.9829300907654219
2210,0.8944100571944397,0.9957649976978926
2220,0.8908086656752323,1.0020354191765342
2230,0.877122886646331,0.9916080511709859
2240,0.8858872844830739,0.9973989900331837
2250,0.8886612628740547,0.9975509753029981
2260,0.884191563522687,0.9916177961563635
2270,0.8838612305676408,0.992736593736202
2280,0.8815879941104896,0.982821251069028
2290,0.8882372995759356,0.998395655014344
2300,0.8854064550201978,0.9898472060812529
