timestamp,TopFlash_18hr,BetaCatenin_18hr
0,1.0,1.0
10,0.9988908681684894,0.9999537212527994
20,0.9996652530933419,1.0058341440474348
30,0.9967388982230141,0.9950550248118728
40,0.99921931796191,0.9988261105681877
50,0.9982004219587444,1.0002308967787894
60,1.0001482180466246,1.0011810379025359
70,1.0002696521461683,0.999634207519579
80,0.9999914796946372,1.0104465103921088
90,1.0000134205332842,1.0098684259818975
100,1.0018237339363611,1.0146416317782418
110,1.0032254191280374,1.0065715136496889
120,1.0064530165158168,1.0101433970208826
130,1.003821471653365,1.0143561639282013
140,1.0029769811810607,1.010700309721741
150,1.004929861487534,1.0050572748287208
160,1.0026453230040926,1.0073262865146195
170,1.0052715304329713,1.0131489042747883
180,1.0117587093116533,1.0123323191446154
190,1.0035497581458706,1.008875184559379
200,1.004578313846529,1.00465225786719
210,1.0077709366585812,1.0089986856509023
220,1.0011689197428792,1.006649429211819
230,1.007609667093226,1.0142001224060433
240,1.0063928029324765,1.008707570426561
250,1.0114830984636898,1.0108479832761115
260,1.0078864979561715,1.0116340782656685
270,1.0105020969796086,1.0251208491667347
280,1.0100925451513758,1.0129284982562514
290,1.012656844175778,1.014659420429766
300,1.0136966572201755,1.0200341090241098
310,1.016261172899474,1.0244171423289505
320,1.0178435215344357,1.0272368994766385
330,1.021876961949204,1.032272513361315
340,1.0265656838424313,1.0334340569633622
350,1.0247629686886994,1.0394318127218174
360,1.0267713199633048,1.037428660291597
370,1.0294682319534514,1.0433969599019857
380,1.026711493720163,1.0507235129489199
390,1.0314530512707516,1.0540706951861363
400,1.0395946619227048,1.052345149056888
410,1.03807471390683,1.0521979073812753
420,1.0443613823874713,1.0505491909314713
430,1.0509326362223708,1.05605050928567
440,1.0527443165508146,1.059548238247709
450,1.0476112811709704,1.0616260419034245
460,1.0562849148438611,1.0577499821344853
470,1.0559074738959127,1.0601846070420797
480,1.0573094636970501,1.0603666668784566
490,1.062095223256073,1.0745679701113688
500,1.0682257833895314,1.0739159813181394
510,1.0733513850227965,1.0731049696496162
520,1.0716833351507935,1.0739082858025288
530,1.0793857147464174,1.079050233068403
540,1.080673538125673,1.0776404485162185
550,1.0789409258736966,1.07749289030224
560,1.0927543397139394,1.0879955296373869
570,1.0897268613970126,1.0812314572381092
580,1.0914420186504925,1.077535548767297
590,1.0938821158810326,1.0843283240993897
600,1.1018976377201404,1.0944672209364654
610,1.1015918170933636,1.0867930698436403
620,1.109577787487399,1.0914338682594922
630,1.118020183899108,1.08646684094531
640,1.1152799136846823,1.087417401112004
650,1.1224013982810068,1.097471562251911
660,1.1325755369029968,1.1046702505252133
670,1.141914751806893,1.104701240598475
680,1.1419198811441995,1.0986478693190456
690,1.1526740564417333,1.1033872859222993
700,1.1500213583837233,1.1028029207263073
710,1.1534585392447356,1.1020287338951742
720,1.165222918477682,1.1012835048977256
730,1.1793550370521708,1.105008746081036
740,1.1827301998365285,1.1015432176886335
750,1.1829391549890906,1.1042450764811738
760,1.1908686619582507,1.1068485749806247
770,1.1983200825168052,1.10593996453275
780,1.204565743949198,1.1026446953925313
790,1.201538945284787,1.1095506638807542
800,1.215752733430944,1.1070612691412325
810,1.2199203797575664,1.1070431740564406
820,1.2250850672847737,1.1085996722601414
830,1.2386105272176482,1.1093337232130471
840,1.238408822253752,1.1050552918357255
850,1.2431408403668969,1.1092407556788477
860,1.2597338724864922,1.1131191504530793
870,1.2627727320003697,1.1144709857845785
880,1.2656205896188855,1.114719370833796
890,1.269619115260335,1.111307707681668
900,1.2867998050556957,1.1135252066832029
910,1.2845605410475742,1.1146678561498526
920,1.2986246529334688,1.1188914224864777
930,1.3020688756086578,1.1163026601484167
940,1.3126361804622073,1.1168620458371552
950,1.3155201091448694,1.1208814076608338
960,1.3295151557337284,1.1218343877389445
970,1.3324242596614027,1.1173287539536103
980,1.3341303661046982,1.1202473709312142
990,1.3468236277534364,1.1309600367199626
1000,1.351498417887286,1.1263780578176785
1010,1.3695089031772625,1.1206700462816677
1020,1.379256739447662,1.1272689515289906
1030,1.3801284125181703,1.1233559772283568
1040,1.3954700301300087,1.1249454979600895
1050,1.3945717357881064,1.1251424713855942
1060,1.408540912976993,1.1297265000971395
1070,1.4245437305292632,1.1227526313259644
1080,1.4285450149776646,1.129731956712057
1090,1.4342478085530375,1.1243849496299645
1100,1.435423858809505,1.1175612936251176
1110,1.443937008518426,1.117271721808791
1120,1.4545596765082007,1.1167184549259084
1130,1.4715970837701278,1.1081004019573553
1140,1.468131881387695,1.099962836979574
1150,1.4848834489003373,1.098476584409352
1160,1.4911707363813704,1.0977517492992994
1170,1.497092935669198,1.0819088507564807
1180,1.5052706440713282,1.0835587646397906
1190,1.5151531482766942,1.0707265189257051
1200,1.5190497730098356,1.0639453654098918
1210,1.5431622595892227,1.0672313871210044
1220,1.553474985868125,1.0612045814486388
1230,1.5650926328281396,1.0568973647465074
1240,1.5645337081699449,1.055902615123115
1250,1.579138507873937,1.0504521155851725
1260,1.5925175126795654,1.0377095037005346
1270,1.5898988148146032,1.0400369043150401
1280,1.606353961884723,1.038314859966113
1290,1.6166328462481006,1.040680861728922
1300,1.61995595111064,1.0214334785863313
1310,1.6252477274105495,1.0270791002660073
1320,1.640480674138224,1.0256316222920077
1330,1.6352913635807678,1.0201391193371523
1340,1.6478820597962973,1.023977976550546
1350,1.671990940726578,1.02149054300681
1360,1.669712198376526,1.0150433851386589
1370,1.6741713702882013,1.01546806601841
1380,1.677092659551279,1.012334055780772
1390,1.6986781135747235,1.0099345705994154
1400,1.7031341882446398,1.0161077269333483
1410,1.727881879164725,1.010909290976159
1420,1.7385298326704324,1.0135578705075323
1430,1.7382899162039127,1.011011450933864
1440,1.742529489955834,1.0119473389997857
1450,1.760437465574829,1.010126645040433
1460,1.7623575905960318,1.0086635349118493
1470,1.7698308142834893,1.0093129907168805
1480,1.7855694713901742,1.013949488971575
1490,1.808045029119251,1.0059717471535414
1500,1.788541775911436,1.004335062495822
1510,1.805711710149151,1.0092167627229247
1520,1.8027133877089172,1.0070774908147453
1530,1.807837143965949,1.0090309422184847
1540,1.812463828483561,1.0067815029165834
1550,1.8155859543828883,1.009676195983677
1560,1.8337514109098363,1.0131689744015557
1570,1.855016282334986,1.0097231523892252
1580,1.8474734629560556,1.0065865034044637
1590,1.8379530329154345,1.0051832421204963
1600,1.859050339419697,1.0022734131839415
1610,1.8505789959641525,1.0021652049594902
1620,1.8541762822102694,1.0060972396725743
1630,1.8694544743156705,1.0038462190898436
1640,1.8751233347445244,1.0051348585291737
1650,1.880193891283898,0.9996738145112363
1660,1.870531936893514,0.9994035867782414
1670,1.8715857800388047,1.0044759613095906
1680,1.8963024170087062,1.0016632306441204
1690,1.889908473847799,1.0033346840152608
1700,1.888969515853245,1.001477169149793
1710,1.8805775979642236,0.9955028196428222
1720,1.8868885979553593,1.0032610108767293
1730,1.9023481393008632,1.0031455490457362
1740,1.8899813782925754,1.0015174724704603
1750,1.9069273466425685,1.0043386023085623
1760,1.8911131812191857,0.9976167065748992
1770,1.8748905823023236,0.9944724646636334
1780,1.9064939421243756,1.0029053175810168
1790,1.909618416894605,0.9986700941672599
1800,1.9158405808412202,0.9959659846281982
1810,1.915590012634624,0.9895335887995051
1820,1.903950328523619,0.9956614045495541
1830,1.8987244717836957,0.9951192240287672
1840,1.9138717171874569,0.9937515476129558
1850,1.9305142937789472,0.994287917261717
1860,1.9118953583216207,0.9940928718113462
1870,1.8948927983956774,0.9895795913380607
1880,1.9075505704925781,0.9999719303684583
1890,1.9130122933790152,0.9935327654975898
