dataset,gene,category,n_tp,ar2_ols_mod,ar2_ols_r2,ar2_ols_aic,ar2_ols_b1,ar2_ols_b2,sarimax_mod,sarimax_aic,sarimax_b1,sarimax_b2,ll_mod,ll_aic
GSE11923_Liver_48h,Lgals9,background,48,0.8334139660042401,0.595363816239748,896.5795535777963,0.6972155097300642,0.11350969560711602,0.8334139660042401,,0.6972155097300642,0.11350969560711602,0.8317362999836906,1052.0080855066838
GSE11923_Liver_48h,Adrb3,background,48,0.464980175065929,0.21311207855810532,385.4065159984605,0.5087786135855774,-0.21620656320434195,,,0.5087786135855774,,0.8676759164793197,534.4095202330436
GSE11923_Liver_48h,Ppp2cb,background,48,0.38441077363583176,0.190047280438277,523.7402817309505,0.4549069364573932,-0.027099484488593995,,,0.45490693645739316,,0.7567962585711947,675.2355872206573
GSE11923_Liver_48h,Tnfrsf18,background,48,0.6980659845749108,0.22742263313535693,4.501851496870608,0.38627754200517433,0.21764890614152108,0.6980659845749108,,0.38627754200517433,0.21764890614152108,1.0233259079982422,132.5090376871942
GSE11923_Liver_48h,Tlm,background,48,0.1624591267249916,0.0007064062470280019,117.51842197304353,0.0030437324958301343,-0.02639296785624688,,,0.0030437324958301343,,0.9644525729660159,254.5545544644861
GSE11923_Liver_48h,Rab10,background,48,0.837722662607502,0.3546142153818067,636.592604776512,0.37251221522505895,0.3897173346540474,0.837722662607502,,0.37251221522505895,0.38971733465404745,0.8938345878044347,796.0365630258071
GSE11923_Liver_48h,Chek2,target,48,0.3188348656284343,0.02377771502180892,254.72783199099115,-0.1292063895407584,-0.10165567154030178,,,-0.1292063895407584,,0.9816497613623463,395.8246862168366
GSE11923_Liver_48h,Bcl2,target,48,0.24848908415725623,0.011624679079953348,79.34817037420916,-0.10117156695761106,0.03660679492926067,0.24848908415725626,,-0.10117156695761108,0.03660679492926067,1.0428044484982135,215.2384087124764
GSE11923_Liver_48h,Tead1,target,48,0.14280858215652184,0.03509786283245642,289.83726247712644,0.18788553713866699,-0.0064373760289335126,,,0.18788553713866699,,0.96179785809487,432.44142843254394
GSE11923_Liver_48h,Klk7,background,48,0.5806640081321345,0.177727744175048,63.3645021295967,0.3990595084825737,0.10545119666134477,0.5806640081321344,,0.39905950848257365,0.10545119666134475,0.9767352384661157,194.28578333327312
GSE11923_Liver_48h,Mdm2,target,48,0.5321135252825215,0.09542908196304978,424.10423921172816,0.21552823735234633,0.16845931361310765,0.5321135252825215,,0.21552823735234633,0.16845931361310765,0.8109125826568505,569.8803426507191
GSE11923_Liver_48h,Rnf115,background,48,0.5787693799681057,0.19578457131174265,595.6444939652262,0.3202250153066419,0.14963756162936323,0.5787693799681057,,0.3202250153066418,0.14963756162936323,0.5781017062762344,753.3953478709053
