dataset,gene,category,n_tp,ar2_ols_mod,ar2_ols_r2,ar2_ols_aic,ar2_ols_b1,ar2_ols_b2,sarimax_mod,sarimax_aic,sarimax_b1,sarimax_b2,ll_mod,ll_aic
GSE179027_MouseEnteroid,Zkscan17,background,24,0.7699106285285615,0.4592191444514766,16.62588193881286,0.42636967655216573,0.2644958302614473,0.7699106285285617,,0.42636967655216573,0.26449583026144735,0.8658981430989852,84.85629462714755
GSE179027_MouseEnteroid,Acaca,target,24,0.4475284855082619,0.04205963009554681,66.3078502898581,0.07749229693327657,-0.20028174534131857,,,0.07749229693327658,,0.8540681178191969,137.22949826556896
GSE179027_MouseEnteroid,Nampt,target,24,0.7267773739405671,0.3647111147117633,53.59651994404883,0.47895605197952484,0.18011092958132602,0.7267773739405671,,0.4789560519795249,0.18011092958132605,0.9387792215914772,123.23132365064656
GSE179027_MouseEnteroid,Nr1d1,clock,24,0.5526636564307637,0.3499561534988961,38.29684649628107,0.5365896132978121,0.008883539451482859,0.5526636564307637,,0.5365896132978121,0.008883539451482859,0.5197502964709747,109.22783851785509
GSE179027_MouseEnteroid,Per1,clock,24,0.3827282743073609,0.026886015628449722,31.543041364968996,0.08940062515694293,-0.1464809319542905,,,0.08940062515694293,,0.8403566409939526,98.89179189571722
GSE179027_MouseEnteroid,Hif1a,target,24,0.4076107961694068,0.04579231844620435,55.87405201300623,0.1896029244765693,-0.1661465611538577,,,0.18960292447656926,,1.013171291166715,124.81849968551943
GSE179027_MouseEnteroid,Ccnk,background,24,0.46589547117113006,0.10464170275426266,22.89213046857184,0.29881388363234007,-0.21705859005776926,,,0.29881388363234007,,0.89715596467722,92.42734327212442
GSE179027_MouseEnteroid,Clptm1l,background,24,0.7157340248709465,0.41363713176315564,62.27317312082462,0.42114776986354946,0.21084540596810328,0.7157340248709465,,0.42114776986354946,0.21084540596810328,0.8289448995599948,133.0539974657825
GSE179027_MouseEnteroid,Nr1d2,clock,24,0.586548595733043,0.47802509133254745,32.92943993642608,0.7080340617268109,-0.07125712948061894,,,0.7080340617268108,,0.5182197628991453,105.16589030515871
GSE179027_MouseEnteroid,Psmc6,background,24,0.17898888602695132,0.001468332656238469,85.34304260834638,0.022539121574978407,-0.032037021321168965,,,0.022539121574978407,,0.8854976479069754,155.62239965463067
GSE179027_MouseEnteroid,Myc,target,24,0.9187377654009086,0.5025433532206336,72.44209088509987,0.28435648810263703,0.5828300371171882,0.9187377654009086,,0.28435648810263703,0.5828300371171882,1.0221198373804874,141.61275203810075
GSE179027_MouseEnteroid,Ppara,target,24,0.6990134281066919,0.19816477780229325,85.43233275547057,0.2525866805385882,0.312058291216101,0.699013428106692,,0.25258668053858824,0.31205829121610096,0.9604707383065103,150.83144603843706
GSE179027_MouseEnteroid,Tef,clock,24,0.35974191758124385,0.36628806677151493,97.07729449486528,0.6549098954922392,-0.12941424726503045,,,0.6549098954922392,,0.617571284680849,172.3924007098963
GSE179027_MouseEnteroid,Pycrl,background,24,0.4379576251583199,0.03246822897933099,49.93693178964513,-0.08573719084212539,0.15425762494535256,0.43795762515831993,,-0.08573719084212539,0.15425762494535258,0.9986917613018742,116.97367569210465
GSE179027_MouseEnteroid,Pigx,background,24,0.2557234485976468,0.004737344990730641,73.79727577902347,-0.03548214323547195,0.05632086613086273,0.25572344859764673,,-0.03548214323547194,0.056320866130862735,1.0005763895201043,143.47387324567572
GSE179027_MouseEnteroid,Slc39a6,background,24,0.3059349909160388,0.03205982532210894,6.793451246482791,-0.1651201115996803,0.04308019882449324,0.3059349909160388,,-0.1651201115996803,0.04308019882449324,0.963037899005465,74.1597068698466
GSE179027_MouseEnteroid,Fech,background,24,0.6289329712583132,0.21767047115989813,21.40505108856296,0.44236230731125414,0.11734044202586014,0.6289329712583132,,0.44236230731125414,0.11734044202586014,0.820349444302737,88.89007146272384
GSE179027_MouseEnteroid,Fasn,target,24,0.10401800461320762,0.015324939051714281,98.00606266650752,-0.12699184954905424,-0.010819745283713282,,,-0.12699184954905424,,0.8826406660288115,168.1979971160558
GSE179027_MouseEnteroid,Copg2,background,24,0.8250840074832025,0.4611588201690644,25.763365715374665,-0.2555163392669113,-0.6807636194045414,,,-0.2555163392669113,,0.7687137732498084,106.48765852749591
GSE179027_MouseEnteroid,Uqcrc1,background,24,0.7244071332130076,0.25981296591920955,121.17322410486487,0.3490860988196311,0.2718852345594465,0.7244071332130076,,0.3490860988196311,0.2718852345594465,0.9792270413638171,190.91912804103933
GSE179027_MouseEnteroid,Cps1,background,24,0.6996042313228437,0.278604799643955,161.7303845512659,0.38161921341171495,0.22246366402789583,0.6996042313228437,,0.38161921341171495,0.22246366402789583,0.7474365520347968,233.92402011610818
GSE179027_MouseEnteroid,Rev1,background,24,0.345956972364955,0.01433538619095387,-17.112254495688518,0.03201832927080779,0.10860926247321334,0.345956972364955,,0.0320183292708078,0.10860926247321333,0.9440945657660489,50.25116642892024
GSE179027_MouseEnteroid,Stk17b,background,24,0.7305097327024643,0.37770682639504516,53.252794839199524,0.4902265642911335,0.17552919312906246,0.7305097327024643,,0.4902265642911335,0.17552919312906246,0.957258802723134,123.83306194581729
GSE179027_MouseEnteroid,Inpp1,background,24,0.502398244590737,0.0762588264642664,16.705384670412446,0.11623840923260297,-0.25240399616785403,,,0.116238409232603,,0.8102617680473924,85.7964404700932
GSE179027_MouseEnteroid,Nr5a2,background,24,0.8392223167188522,0.4779415165080043,8.056390589498886,0.1542934768085349,0.5748075678170922,0.8392223167188522,,0.15429347680853486,0.5748075678170922,0.8889664574434178,81.06547133684245
GSE179027_MouseEnteroid,1700009P17Rik,background,24,0.4214130751024778,0.11100038914571475,-13.88256152717111,0.3603173864992907,-0.17758897986732658,,,0.3603173864992907,,0.915921853518869,54.29737236053246
GSE179027_MouseEnteroid,Bmi1,background,24,0.3662197537585259,0.02231843229438879,65.79542488344083,0.10310562467468637,0.09635759156347268,0.36621975375852583,,0.10310562467468636,0.09635759156347269,0.8863492660825478,136.3781198142695
GSE179027_MouseEnteroid,Gsn,background,24,0.8239959227586529,0.5397335011852208,68.18221262322669,0.4715384073243608,0.29042355566350153,0.8239959227586529,,0.4715384073243608,0.29042355566350153,0.9382136688506859,137.74687210639033
GSE179027_MouseEnteroid,Itgb6,background,24,0.38973495645143913,0.029176443897598436,19.7475511166202,0.08903076531838552,-0.15189333628020515,,,0.08903076531838551,,0.9132169745716343,86.93345080683174
GSE179027_MouseEnteroid,Pla2g12a,background,24,0.7717299925030228,0.23262758962049512,55.94194927544956,0.2046676628405235,0.43761900741918724,0.7717299925030228,,0.20466766284052348,0.43761900741918724,1.0213609480977683,122.27987922664501
GSE179027_MouseEnteroid,Rorc,clock,24,0.8633164253429461,0.8217503895092367,52.16330968160562,1.3891981258410104,-0.7453152502669226,,,0.99,,0.8633164253666026,136.09547289378042
GSE179027_MouseEnteroid,Nsmaf,background,24,0.4274343047854544,0.033096317516343676,26.60909009528227,-0.04773087727471148,-0.18270008490742473,,,-0.047730877274711495,,0.9687431167829581,94.03324629257129
GSE179027_MouseEnteroid,Per3,clock,24,0.4523679334175955,0.43310351517585866,-1.8414246260131737,0.7782476540351047,-0.2046367471845061,,,0.7782476540351045,,0.4523679547479575,67.0296263794543
GSE179027_MouseEnteroid,Cd38,background,24,0.32878326816463377,0.14907891671833928,25.932954370812258,0.4117957182183495,-0.10809843742501747,,,0.4117957182183495,,0.8464673356746593,94.5426244343261
GSE179027_MouseEnteroid,Zcchc4,background,24,0.42496932632336337,0.06345330269073901,-2.086233423646375,0.20198316475159464,0.09476227886258723,0.42496932632336337,,0.20198316475159467,0.09476227886258724,0.9427050294501373,62.792704348323376
GSE179027_MouseEnteroid,Clock,clock,24,0.4806147244543911,0.05144323126370953,34.56300580132342,0.0901423183215132,0.18766678788059615,0.480614724454391,,0.0901423183215132,0.18766678788059613,0.9450485034390905,105.64621503572486
GSE179027_MouseEnteroid,Ankle2,background,24,0.5142456643333299,0.06975777601083721,-15.318571670568094,-0.15461192147034217,0.18494009301525904,0.51424566433333,,-0.1546119214703422,0.18494009301525904,0.9625969091797941,52.04636720294853
GSE179027_MouseEnteroid,Chek2,target,24,0.8286856908207838,0.49076764485832547,25.2973778945169,0.5649857597523058,0.21852435954687474,0.8286856908207838,,0.5649857597523058,0.21852435954687474,0.9183893663882878,90.60913613465121
GSE179027_MouseEnteroid,Cdk8,background,24,0.5170052924061659,0.06184018246451817,40.64510378564769,0.06833225942187296,-0.2672944723759851,,,0.06833225942187296,,1.0085445180741226,111.06452403179338
GSE179027_MouseEnteroid,Wee1,target,24,0.552030576335982,0.156258548407468,36.69687363187717,0.27635707617220456,0.15218020117596745,0.552030576335982,,0.27635707617220456,0.15218020117596748,0.8663231928874913,105.30738029905359
GSE179027_MouseEnteroid,Mtcp1,background,24,0.4352245097863254,0.027005458305922936,12.342772997915663,0.09970972160946301,-0.18942037391874722,,,0.09970972160946301,,0.9587240895514157,78.76694145128508
GSE179027_MouseEnteroid,Smad1,background,24,0.2679447999156352,0.0055813550865104755,12.312553501178972,0.035315788143860896,-0.07179441580182978,,,0.0353157881438609,,0.8655408095163123,78.91177130060223
GSE179027_MouseEnteroid,Imp3,background,24,0.2565553584975495,0.07485642702600781,72.95642039973433,0.2783163392030123,-0.06582065197380614,,,0.27831633920301235,,0.8502381710051082,146.9084606602497
GSE179027_MouseEnteroid,Szt2,background,24,0.48222668144539355,0.05478773196309272,35.739560577348165,0.02818361667526839,0.21895168035739335,0.4822266814453936,,0.02818361667526839,0.21895168035739337,0.886497131059502,106.97597705816536
GSE179027_MouseEnteroid,Fancd2,background,24,0.6036009525187132,0.14208458701786408,25.067794565123442,0.22034348296543782,0.23133457368226876,0.6036009525187132,,0.22034348296543782,0.23133457368226876,0.8857319483494258,91.06201163796848
GSE179027_MouseEnteroid,Atm,target,24,0.1614849604233756,0.011430990447542366,50.85066640007135,-0.09758535103625723,-0.026077392442939183,,,-0.09758535103625723,,0.8478718742726448,122.66267176045973
GSE179027_MouseEnteroid,Pof1b,background,24,0.24191829943655976,0.01983025256035109,-5.497118345321455,0.12953993742755654,-0.05852446360227699,,,0.12953993742755654,,0.8194054280717374,62.75594038582612
GSE179027_MouseEnteroid,Gstp2,background,24,0.6085558070224691,0.08974016751281177,126.77104820751137,0.15409342172509205,0.27656572364600174,0.6085558070224691,,0.15409342172509205,0.27656572364600174,0.9758692490932344,198.91740936782793
GSE179027_MouseEnteroid,Txnip,background,24,0.8491311209136906,0.6160562004436216,98.14571716339334,0.33743435513832165,0.4344976482907492,0.8491311209136906,,0.3374343551383217,0.43449764829074927,0.9004997062489866,172.63350704756155
GSE179027_MouseEnteroid,Vars2,background,24,0.3530180125717125,0.01326595985135881,68.02444305942237,0.06470310273381392,0.10178035646576743,0.3530180125717125,,0.06470310273381392,0.10178035646576744,1.0304771525554646,135.04480142852896
GSE179027_MouseEnteroid,Gorab,background,24,0.6101431347668134,0.24140816104845175,-16.45707424600944,0.4088392210821076,0.1228242009364144,0.6101431347668134,,0.4088392210821076,0.1228242009364144,0.6972209580243506,49.68902435130689
GSE179027_MouseEnteroid,Bcor,background,24,0.4390299901177104,0.24423527113526566,-8.067248744336947,0.4923842869767556,-0.02342413642276402,,,0.49238428697675557,,0.81787476697267,60.084679898135
GSE179027_MouseEnteroid,Ccnb1,target,24,0.5706819361754357,0.15260728053892836,74.29752908724666,0.27869529109018437,0.16663150395462098,0.5706819361754356,,0.2786952910901843,0.166631503954621,0.9576428656451599,141.7283532283602
GSE179027_MouseEnteroid,5730559C18Rik,background,24,0.32963732616688185,0.0443783445163074,50.747478464231676,-0.19842074249792252,0.04325388378938869,0.32963732616688185,,-0.19842074249792252,0.04325388378938869,0.7426406414004698,119.94361407532202
GSE179027_MouseEnteroid,Tbc1d8b,background,24,0.42745462382117894,0.04595622783049069,12.586262035656228,0.20110342662866998,0.0967548658473974,0.42745462382117894,,0.20110342662866998,0.09675486584739741,0.806374620635421,79.64478968136716
GSE179027_MouseEnteroid,Tmem11,background,24,0.6740562703840739,0.246929649816511,39.12461476592202,-0.37709263352328914,-0.45435185564408775,,,-0.37709263352328914,,0.9603828830206363,112.76744519240721
GSE179027_MouseEnteroid,Ccnjl,background,24,0.24941230647726648,0.04050860702422565,7.773130178682251,-0.19605679482881042,-0.062206498622309904,,,-0.19605679482881042,,0.9617401525234639,77.8146559429588
GSE179027_MouseEnteroid,Vcpip1,background,24,0.5381226010175053,0.08477487287940866,-28.5093246867986,0.06984424202999814,-0.28957593372584517,,,0.06984424202999816,,0.9438577342083618,38.74729816795244
GSE179027_MouseEnteroid,B4galt3,background,24,0.47582720253870364,0.044134968831160526,56.06585394929656,-0.0513929365679647,0.20195736943842477,0.47582720253870364,,-0.051392936567964696,0.20195736943842477,0.9036313777318324,127.86127614246722
GSE179027_MouseEnteroid,Yap1,target,24,0.4691989232187174,0.05065779099398271,45.809345662301,0.04128857124628438,-0.2201476295496039,,,0.04128857124628438,,0.9301678405764127,115.03431042968415
GSE179027_MouseEnteroid,Arntl,clock,24,0.5647132208463967,0.5086973705083324,41.631922867354035,0.7955767462532203,-0.1303716850084413,,,0.7955767462532203,,0.4298455557452145,110.94288951629116
GSE179027_MouseEnteroid,Tead1,target,24,0.7625105746923253,0.2950186262104868,26.635625568693932,0.11758467850373022,0.4917628157367286,0.7625105746923253,,0.11758467850373022,0.4917628157367286,0.9574599254810289,94.97000930307692
GSE179027_MouseEnteroid,Per2,clock,24,0.6302275284486588,0.6194258151563163,9.840970039341844,1.0234974114010265,-0.397186737614505,,,0.99,,0.6302275284773171,81.52621088658555
GSE179027_MouseEnteroid,Them6,background,24,0.6981404823918393,0.15708082554613179,38.82632447341658,0.20836990228844976,0.3419286690547114,0.6981404823918393,,0.20836990228844976,0.3419286690547114,0.9860019121205861,104.78727380064782
GSE179027_MouseEnteroid,Capg,background,24,0.4671185813318426,0.0514003207116317,52.324621915036374,0.06021705799369184,0.19007126232348265,0.4671185813318426,,0.060217057993691835,0.19007126232348265,0.8216244962414353,124.85802317149233
GSE179027_MouseEnteroid,Nfil3,clock,24,0.6646590198328509,0.7596572083294879,12.67702090428373,1.2416372362424881,-0.4417716126451661,,,0.99,,0.6646590198485302,81.46181780164433
GSE179027_MouseEnteroid,Tsnax,background,24,0.6294957387784065,0.1226488043936832,40.08233030940916,0.02527917670504204,-0.3962648851401717,,,0.025279176705042036,,0.9791510475742768,110.64599499578443
GSE179027_MouseEnteroid,Bcl2,target,24,0.7899504085815602,0.3512123543048803,-49.119330400001346,0.3434046083081765,0.3527490373763391,0.7899504085815601,,0.34340460830817643,0.35274903737633906,1.0057893755773117,10.57324410158904
GSE179027_MouseEnteroid,Dbp,clock,24,0.7079273383198404,0.6699084392741261,36.529927486015694,1.1326314235868677,-0.5011611163406139,,,0.99,,0.7079273383292083,109.27434760902915
GSE179027_MouseEnteroid,Acadm,background,24,0.9715895847412984,0.807606270680725,66.3104970306842,0.30303051108114887,0.6495650327524919,0.9715895847412985,,0.30303051108114887,0.649565032752492,1.0000227312316454,140.6723929599691
GSE179027_MouseEnteroid,Cry2,clock,24,0.551143895625023,0.33641098268445946,-0.4856087102926523,0.5931439940500128,-0.02314809786258328,,,0.5931439940500128,,0.5685109599600533,67.24039665243502
GSE179027_MouseEnteroid,Rap1a,background,24,0.776988218970164,0.3304359390265226,57.50484217210483,0.245714438715114,0.4127934683059176,0.776988218970164,,0.245714438715114,0.41279346830591757,0.918888763184915,127.4128752166593
GSE179027_MouseEnteroid,Hist1h2ae,background,24,0.6673088106222137,0.2823568067637924,-6.168026488737999,0.46455635901747705,-0.4453010487340335,,,0.4645563590174771,,0.9534394628898167,65.65768173455095
GSE179027_MouseEnteroid,Ccnd1,target,24,0.847408495680932,0.4778732743831018,62.70398056581064,0.45787343005470027,0.33009532397729824,0.8474084956809321,,0.4578734300547002,0.3300953239772983,0.999377615901546,129.80938219949394
GSE179027_MouseEnteroid,2700089E24Rik,background,24,0.10556217565115929,0.013979729476581437,40.930499275914485,-0.11910179270394147,-0.0014292714335752247,,,-0.11910179270394147,,0.9204707057189085,109.74054817924397
GSE179027_MouseEnteroid,Klhl21,background,24,0.2079418156288909,0.05257705307722682,-15.838723157103928,0.23111771619682442,-0.0048192388429307365,,,0.23111771619682442,,0.9327591439368447,48.20761704562636
GSE179027_MouseEnteroid,G6pc,target,24,0.8496686663969523,0.3685448687836761,75.34630410951479,0.39278423849058997,0.38820038255673334,0.8496686663969523,,0.39278423849058997,0.3882003825567334,1.007325360041463,142.8582192234348
GSE179027_MouseEnteroid,Gm14966,background,24,0.5062889292163479,0.19303545750732654,-15.700336049135572,0.3939239435732982,-0.2563284798470362,,,0.39392394357329813,,0.9422355976683547,58.10090960646431
GSE179027_MouseEnteroid,Tmem243,background,24,0.6235557922081328,0.1251473818624701,37.426391651191935,0.06917985978785174,0.3456843237214507,0.6235557922081327,,0.06917985978785174,0.34568432372145064,0.8640909726221948,107.2819632863004
GSE179027_MouseEnteroid,Gm11400,background,24,0.2739556804244165,0.004504759223793786,-23.14927212346833,0.010999465160243332,0.07203834887452588,0.2739556804244165,,0.010999465160243334,0.07203834887452588,0.9192582099851904,41.13710379591234
GSE179027_MouseEnteroid,Gm14421,background,24,0.4429648285808967,0.07103744533538536,-41.26215386444234,0.24514188383168972,-0.1962178393597032,,,0.24514188383168972,,0.9406861754003261,24.444437103406752
GSE179027_MouseEnteroid,4833417C18Rik,background,24,0.28878503790967824,0.05107303998958035,-27.01719336204905,0.20516362605216376,-0.08339679812049429,,,0.20516362605216376,,0.9220864867787805,41.94677361596403
GSE179027_MouseEnteroid,Mtcp1,background,24,0.5860503821472555,0.10986881906358625,23.541379180991573,0.1844957552521948,0.23533124254484886,0.5860503821472555,,0.18449575525219478,0.23533124254484886,0.9141557396376546,93.55762476031515
GSE179027_MouseEnteroid,Gm17195,background,24,0.4436144728156135,0.03891791050289428,41.40007037367986,0.06715947622941518,0.16700088484938996,0.4436144728156135,,0.06715947622941519,0.16700088484938996,0.7437769222438827,111.9806491033464
Amit2009_DC_LPS,Cdv3,background,9,0.7679803613208583,0.484896780184373,67.90824654707095,0.8045633323828456,-0.5897938353745161,,,0.8045633323828456,,0.7679803947654049,100.99307542394705
Amit2009_DC_LPS,Wbp11,background,9,0.5648617798120593,0.35038398348313404,41.74146149314152,0.6441220489942641,-0.3190688302924474,,,0.6441220489942641,,0.5648617816274675,75.1818586289549
Amit2009_DC_LPS,Ccnb1,target,9,0.4339786796549193,0.326478328747674,-5.935617497586868,0.6104066293785129,-0.1883374943950271,,,0.6104066293785128,,0.5525802066568398,15.620867478716407
Amit2009_DC_LPS,Rps15,background,9,0.6335360467451492,0.7857557260264767,69.78655329426635,0.39070618894065157,0.1538414681451482,0.6335360467451492,,0.39070618894065157,0.1538414681451482,0.6335360431296028,111.36849002666945
Amit2009_DC_LPS,Apba3,background,9,0.5604132064412948,0.4539784310054884,34.495247209771634,0.8303573804877883,-0.3140629619538132,,,0.8303573804877883,,0.5604132067421327,63.09980063900991
Amit2009_DC_LPS,Rpl37a,background,9,0.6449363946474124,0.8166475804272206,67.15016144693922,0.5535575192952958,0.05893356241652933,0.6449363946474123,,0.5535575192952957,0.05893356241652933,0.6449329870556781,113.30757201635188
Amit2009_DC_LPS,Cyfip1,background,9,0.4263043656579913,0.4455620791942547,77.86546785676697,0.7128138315124204,-0.18173541217906233,,,0.7128138315124204,,0.4263818599818462,111.18431663927818
Amit2009_DC_LPS,Ndufc2,background,9,0.7310823231749856,0.28004561430496644,73.6688933955816,0.4967825717408239,-0.534481363258934,,,0.4967825717408239,,1.0435601100713505,109.52552088169429
Amit2009_DC_LPS,Wee1,target,9,0.3361926066625867,0.051821442135861706,26.69735378628025,0.24222618835296061,-0.11302546877458475,,,0.2422261883529606,,0.6582201364345037,51.90395566988323
Amit2009_DC_LPS,Bax,target,9,0.17268268994726818,0.001644440193543928,58.07207095938041,0.005678137320871034,-0.029819311407424352,,,0.005678137320871035,,0.4634872205237543,92.34836598713667
Amit2009_DC_LPS,Nr1d2,clock,9,1.0283170378818094,0.18968828613779798,48.1411761582563,0.22072004803702372,-1.0574359303980185,,,,,1.5736081340309926,77.78261625170593
Amit2009_DC_LPS,Ttc1,background,9,0.5245584854039611,0.10325301075472593,45.49798905807375,0.17010639872835154,0.1859308497348313,0.5245584854039611,,0.17010639872835154,0.18593084973483126,0.5245584854102678,79.1650476337357
Amit2009_DC_LPS,Ptpn1,background,9,0.8014851317942889,0.4725583852930242,72.94109426557338,0.5919891133534267,-0.6423784164873086,,,0.5919891133534267,,0.8686331032896252,111.22840307188798
Amit2009_DC_LPS,Smpdl3b,background,9,1.2434701741543759,0.8415701609241663,81.49115201241092,0.7932965089112584,0.5597775259195729,1.2434701741543759,,0.7932965089112584,0.5597775259195729,1.243470173832718,117.49573847157606
Amit2009_DC_LPS,Rpl35a,background,9,0.7145979103631344,0.8422975601807101,72.99725821310827,0.240663945373496,0.3386722210317105,0.7145979103631344,,0.240663945373496,0.3386722210317105,0.7145979328746205,116.12752297859349
Amit2009_DC_LPS,Ercc1,background,9,0.24358770854197076,0.13337837048359702,38.25000649428444,0.37444279891260907,-0.05933497175272809,,,0.374442798912609,,0.8115423192465585,66.61889621060165
Amit2009_DC_LPS,Npepps,background,9,0.5989761688244509,0.5971973612846981,57.671929594631365,0.8733454815978037,-0.3587724508196172,,,0.8733454815978037,,0.5989762026905929,91.01327513809838
Amit2009_DC_LPS,Ccnd1,target,9,0.8298632360444698,0.7360280861854095,39.77597496214352,0.5049330912188233,0.26964758147340906,0.8298632360444698,,0.5049330912188233,0.2696475814734091,0.8298632381480839,71.9752208355686
Amit2009_DC_LPS,Fyn,background,9,1.2543253480911076,0.4139799301736765,42.08775246592147,1.2266010226146564,0.03477532420384098,1.0239615526707408,,0.99,0.03477532420384099,1.2543253573029998,71.31708638111473
Amit2009_DC_LPS,Cd276,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Per2,clock,9,1.796312739780076,0.39307978138068045,9.86405350455616,0.7192507979170195,-3.2267394590962026,1.410374479474755,42.91322377423143,0.052904465487701,1.9145410643795795,1.8926436661134916,31.908262418537337
Amit2009_DC_LPS,Zmym3,background,9,0.36229960543765194,0.34498135783166195,7.995049291679998,0.6062419160175166,-0.13126100410027827,,,0.6062419160175166,,0.39133451712713285,31.449045084172965
Amit2009_DC_LPS,Prl7a2,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Tfip11,background,9,0.7230678863299254,0.8508920934072017,6.015111286485227,0.1459855504869594,-0.5228271682416259,,,0.1459855504869594,,0.6272216258363917,51.548513908139796
Amit2009_DC_LPS,Dbp,clock,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Fcer1g,background,9,1.084494602094257,0.8803029130296188,87.73582315634631,1.6743533925843859,-1.1761285419715806,,,,,1.0845178260703956,126.82737269973842
Amit2009_DC_LPS,Fabp2,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Sirt1,target,9,0.8763502228790605,0.8125108834646291,52.102465999665206,1.0372799156160615,-0.767989713140179,,,0.99,,0.8763502229375938,91.62070832680878
Amit2009_DC_LPS,Clock,clock,9,0.6381744563496157,0.4974391054231466,21.741821655851716,0.49851867856911003,-0.4072666367371275,,,0.49851867856911,,1.0294100593235962,56.30154670151545
Amit2009_DC_LPS,Tirap,background,9,0.5860010423057898,0.24352938543133318,46.1218756936373,0.41853248383466823,-0.34339722158347197,,,0.41853248383466823,,0.7310910962381598,77.06888537160415
Amit2009_DC_LPS,Echdc3,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Gfra3,background,9,0.5432456713725919,0.13647442587056147,4.467186563429383,0.2993175401373276,-0.29511585946505814,,,0.29931754013732764,,0.988133625502215,27.65547453418007
Amit2009_DC_LPS,Nfil3,clock,9,0.6462840186908463,0.2222881264155684,62.690316559209236,0.3049598394263542,-0.4176830328151901,,,0.3049598394263542,,0.6462842470972134,98.08014682523451
Amit2009_DC_LPS,Creb3l1,background,9,0.5027506075802581,0.07166281568044663,33.26233760620103,-0.18118592400467348,-0.25275817342231865,,,-0.18118592400467348,,0.5007253165861146,60.47377321101057
Amit2009_DC_LPS,Gnb1l,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Fgd6,background,9,0.5581358505604127,0.10869222490479202,45.98364368690811,0.33112369914197975,0.12670362021947626,0.5581358505604127,,0.33112369914197975,0.12670362021947626,0.7429610824444727,75.46617073990936
Amit2009_DC_LPS,Kcnj10,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Prtn3,background,9,0.6744898832181162,0.8997967390817223,-11.699000601157646,-0.18428946070224525,0.33063522573620113,0.6744898832181163,,-0.18428946070224525,0.3306352257362012,0.6972842486260874,41.498396716118414
Amit2009_DC_LPS,Stfa3,background,9,0.4377029616356398,0.2840530853990644,-13.436902759527882,-0.07439157215424216,-0.19158388262461037,,,-0.07439157215424218,,0.7481350962320592,24.952902828956773
Amit2009_DC_LPS,Zc3h7a,background,9,0.5745374618403498,0.22176998044964524,50.74536325479669,0.47626552002052086,-0.33009329505795143,,,0.47626552002052086,,0.6276388757691274,81.09767847948217
Amit2009_DC_LPS,Tnfsf10,background,9,0.870377545364918,0.7012131428020261,49.2587341723279,0.952241721040165,-0.7575570714754598,,,0.952241721040165,,0.8703775457146116,84.09690902729935
Amit2009_DC_LPS,Efcab2,background,9,0.1290994448735748,0.06107305936073104,-1.4961287358755744,-0.25000000000000056,-0.01666666666666518,,,-0.25000000000000056,,0.6410808254150271,20.195903499703533
Amit2009_DC_LPS,Rora,clock,9,0.6240553595609168,0.1309991146783931,40.868473171450226,0.2101078898832131,-0.38944509179670517,,,0.2101078898832131,,1.1051898097015964,68.82007857912359
Amit2009_DC_LPS,Romo1,background,9,0.5843254357374222,0.42723346854256017,55.085360090914556,0.46163897935794845,0.07168881708301623,0.5843254357374222,,0.46163897935794845,0.07168881708301623,0.5843254368691617,87.6676338891202
Amit2009_DC_LPS,Pparg,target,9,0.5107824537327968,0.9669568027562944,20.234375021356403,0.7809746901472546,-0.2608987150412968,,,0.7809746901472545,,0.510782453732788,71.41581418188161
Amit2009_DC_LPS,Per3,clock,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Atm,target,9,0.6731368371876485,0.30861602892703366,57.86161987449816,0.5321010224235101,-0.45311320157899077,,,0.5321010224235101,,1.0232112608965769,91.06719777127805
