gene_id	eigenvalue	R2	beta1	beta2	complex	mean_expr	starvation_maintenance
ECB_03526	0.9688	-0.560	0.8220	0.1209	N	46.6	1.4706
ECB_00260	0.5115	-0.513	0.7783	0.1622	N	4.9	5.2826
ECB_00162	0.9423	-0.458	0.7563	0.1831	N	179.9	0.5683
ECB_01825	0.5979	-0.233	0.9768	-0.0263	N	399.3	0.4894
ECB_03349	0.7148	-0.011	1.2505	-0.2863	N	310.3	1.5532
ECB_00881	0.8487	-0.801	0.6946	0.2410	N	35.6	1.4236
ECB_00768	0.9260	-0.253	0.8107	0.1304	N	188.7	0.4805
ECB_03790	0.9083	-0.465	0.7587	0.1795	N	1.0	4.5000
ECB_03858	0.7146	-0.312	0.6452	0.2871	N	542.4	0.3749
ECB_03931	0.7733	-0.265	0.8876	0.0572	N	216.2	0.5412
ECB_00332	0.5669	-0.630	0.4653	0.4575	N	13.0	2.8902
ECB_03444	0.6381	-0.748	0.6753	0.2584	N	2.7	1.6154
ECB_03531	0.9391	-0.289	0.8834	0.0611	N	31.9	1.6393
ECB_02549	0.5979	-0.331	0.9782	-0.0288	N	1065.7	1.2087
ECB_04173	0.6636	-0.210	1.0102	-0.0591	N	7.6	2.9492
ECB_02967	0.7473	-0.792	0.6383	0.2933	N	61.4	0.7510
ECB_01270	0.7704	-0.282	0.2333	0.6764	N	23.9	0.7726
ECB_04193	0.7051	-0.203	1.0414	-0.0891	N	83.9	2.2500
ECB_03661	0.7064	-0.189	0.9890	-0.0400	N	1957.6	0.5511
ECB_01890	0.9052	-0.144	1.0903	-0.1359	N	128.9	0.7605
RF00077.1	0.8582	-0.302	0.6558	0.2754	N	189.9	0.4710
ECB_01060	0.7701	-0.734	0.4976	0.4251	N	113.4	0.6987
ECB_01017	0.8168	-0.222	0.9836	-0.0351	N	198.2	0.9783
ECB_02580	0.7058	-0.830	0.5243	0.3993	N	13.1	0.9036
ECB_01589	0.8354	-0.318	0.8623	0.0793	N	63.7	0.8077
ECB_01203	0.8574	-0.666	0.6781	0.2533	N	16.3	1.1591
ECB_02884	0.9615	-0.751	0.8760	0.0662	N	151.6	2.5821
ECB_02969	0.7908	-0.759	0.5763	0.3496	N	57.6	0.5667
ECB_00692	0.9446	-0.159	1.1012	-0.1470	N	655.3	0.6430
ECB_01450	0.7625	-0.853	0.4970	0.4245	N	4.1	1.0313
ECB_03257	0.6650	-0.446	0.8228	0.1161	N	110.3	0.7078
ECB_02228	0.6382	-0.329	0.8641	0.0769	N	170.0	0.6183
ECB_00081	0.9880	-0.433	0.7571	0.1780	N	295.4	0.6718
ECB_00966	0.6243	-0.514	0.7963	0.1409	N	98.0	0.7889
ECB_02356	0.6159	-0.629	0.8832	0.0587	N	38.6	0.8429
ECB_03138	0.6370	-0.439	0.6613	0.2684	N	184.0	0.5121
ECB_02420	0.9021	-0.346	0.9001	0.0425	N	262.2	0.6401
ECB_02958	0.6564	-0.120	1.0481	-0.0974	N	485.8	0.5068
ECB_01910	0.9716	-0.412	0.8536	0.0862	N	324.3	0.5885
ECB_00188	0.7234	-0.413	0.9492	-0.0042	N	72.8	0.8242
RF00124.1	0.9786	-0.580	0.9061	0.0366	N	86.7	1.3703
ECB_03564	0.8613	-0.395	0.5592	0.3640	N	2.4	2.6250
ECB_01488	0.6618	-0.123	1.1697	-0.2127	N	68.4	2.5105
ECB_02844	0.8857	-0.762	0.7873	0.1484	N	111.2	1.2541
ECB_03080	0.9692	-0.364	0.8713	0.0690	N	45.7	2.3928
ECB_r00007	0.9830	0.183	1.3892	-0.4203	N	3301.9	5.9361
ECB_00877	0.9756	0.102	1.1981	-0.2400	N	6.3	6.9444
ECB_03636	0.8715	-0.152	0.9558	-0.0114	N	705.5	0.4139
RF01794.3	0.6181	-0.172	1.1638	-0.2078	N	50.7	1.2392
ECB_00437	0.6962	-0.692	0.7087	0.2214	N	3.6	1.0714
ECB_03134	0.9580	-0.357	0.8617	0.0769	N	379.5	0.5931
ECB_00907	0.6806	-0.025	0.8815	0.0582	N	2716.4	0.1618
ECB_01633	0.5964	-0.361	0.6674	0.2601	N	229.6	0.4000
ECB_03522	0.8801	-0.001	1.1014	-0.1492	N	1.7	1.6667
ECB_00250	0.6977	-0.653	0.7546	0.1779	N	5.6	1.3770
ECB_02968	0.9190	-0.729	0.5838	0.3390	N	64.7	0.4912
ECB_01562	0.7765	-0.573	0.7836	0.1505	N	27.7	1.5531
ECB_01403	0.4666	-0.474	0.8530	0.0849	N	48.0	1.2504
ECB_04100	0.8813	-0.163	0.9509	-0.0074	N	222.5	0.4879
ECB_r00008	0.7229	-0.049	1.2096	-0.2514	N	2893.0	11.8090
ECB_02265	0.9280	-0.490	0.8576	0.0804	N	253.7	0.8942
ECB_00378	0.6592	0.056	1.1560	-0.2011	N	30.2	3.6934
ECB_00746	0.8771	-0.284	0.9977	-0.0520	N	162.2	1.0504
ECB_03784	0.7737	-0.494	0.7585	0.1735	N	4.7	2.8286
ECB_02996	0.8713	-0.138	1.1307	-0.1774	N	102.2	1.8797
ECB_04106	0.4664	-0.896	0.7464	0.1847	N	19.5	1.2382
ECB_02727	0.7041	-0.449	0.7634	0.1687	N	145.1	0.8449
ECB_02567	0.7417	-0.612	0.5111	0.4063	N	20.7	0.9685
ECB_00438	0.8027	-0.279	0.9917	-0.0466	N	159.8	0.6684
ECB_00166	0.7517	-0.243	0.8334	0.1020	N	329.4	0.4022
ECB_03382	0.6702	-0.225	0.6013	0.3206	N	19.4	0.4552
ECB_01587	0.7732	-0.184	1.0666	-0.1176	N	91.4	1.5898
ECB_01645	0.7205	-0.177	0.3334	0.5722	N	727.4	0.2204
ECB_03556	0.0000	-0.111	1.0190	-0.0733	N	234.0	0.4920
ECB_00001	0.6552	-0.161	0.8845	0.0534	N	153.4	0.5189
ECB_03912	0.7099	-0.381	0.7992	0.1334	N	159.5	0.7018
ECB_02972	0.5748	-0.557	0.8185	0.1150	N	43.6	0.6080
ECB_00934	0.8150	0.074	1.1310	-0.1790	N	893.6	0.2804
ECB_04259	0.6293	-0.279	0.9919	-0.0482	N	371.0	0.5229
ECB_03372	0.6085	-0.976	0.5183	0.3972	N	23.0	0.6898
ECB_03957	0.5618	-0.318	0.6266	0.2950	N	6.1	0.8118
ECB_01617	0.8896	-0.601	0.7583	0.1712	N	74.0	0.9890
ECB_02768	0.7484	0.054	0.5938	0.3257	N	792.1	0.1763
ECB_01592	0.5409	-0.100	1.1869	-0.2321	N	58.3	0.7931
ECB_01649	0.7994	-0.558	0.8412	0.0926	N	63.6	1.0134
ECB_03821	0.6283	0.062	0.4883	0.4242	N	885.7	0.1968
ECB_03427	0.5616	0.356	1.4776	-0.5056	N	2.1	5.3182
ECB_00693	0.5720	-0.392	0.8833	0.0525	N	254.7	0.5837
ECB_02266	0.7757	-0.209	0.9790	-0.0376	N	369.7	0.7096
ECB_03208	0.6879	-0.128	1.0434	-0.0981	N	787.4	0.4883
ECB_01097	0.5645	-0.158	0.8094	0.1215	N	1369.4	0.3074
ECB_00560	0.8149	-0.880	0.9657	-0.0253	N	31.9	6.8250
ECB_00933	0.8130	0.335	1.1309	-0.1803	N	86405.9	0.0503
ECB_01635	0.9212	-0.381	0.7031	0.2212	N	113.3	0.4568
ECB_02305	0.7441	-0.205	1.0286	-0.0844	N	60.8	3.3469
ECB_01780	0.8576	-0.753	0.6496	0.2713	N	32.8	1.2193
ECB_03941	0.8484	-0.488	0.7450	0.1817	N	117.3	0.5903
RF00113.1	0.8930	-0.631	0.7718	0.1559	N	32.1	1.1092
ECB_00366	0.9669	-0.226	1.0186	-0.0758	N	223.1	1.9936
ECB_01804	0.5007	-0.153	1.0378	-0.0939	N	114.8	3.4906
ECB_03833	0.7243	-0.604	0.7502	0.1756	N	8.2	1.1563
ECB_02692	0.8145	-0.149	0.9426	-0.0050	N	247.9	0.4172
ECB_00984	0.5326	-0.393	0.9121	0.0235	N	29.3	1.1966
ECB_02659	0.9607	-0.590	0.5997	0.3158	N	27.5	1.3404
ECB_00256	0.7714	-0.327	0.9296	0.0066	N	54.3	0.9921
ECB_04075	0.4354	-0.012	0.9149	0.0203	N	2.9	8.4545
ECB_01729	0.6645	-0.441	0.4832	0.4241	N	5.2	2.1923
RF00122.1	0.8433	0.491	0.0582	0.8219	N	62.5	0.2314
ECB_02654	0.7212	-0.738	0.7246	0.1979	N	77.7	4.2075
ECB_01585	0.7622	-0.318	0.9576	-0.0204	N	9.1	6.9167
ECB_00067	0.9869	-0.370	0.9354	0.0003	N	169.4	3.3324
ECB_03814	0.9280	0.031	1.0671	-0.1230	N	1068.0	0.2528
ECB_02355	0.8841	-0.920	0.6885	0.2313	N	18.8	1.1129
ECB_01867	0.8532	-1.067	0.5343	0.3755	N	12.9	1.9121
ECB_00336	0.7531	-0.520	0.6165	0.2984	N	92.2	0.4390
ECB_00917	0.7772	-0.421	0.8490	0.0808	N	17.0	1.6875
ECB_02585	0.7528	-0.340	0.9455	-0.0096	N	68.3	1.3500
ECB_01156	0.9114	-0.543	0.7153	0.2051	N	27.9	1.6710
ECB_02371	0.7728	-0.323	0.3703	0.5274	N	60.8	0.4034
ECB_03637	0.9537	-0.082	0.9111	0.0218	N	1060.7	0.2322
ECB_03061	0.6489	-0.163	1.0273	-0.0870	N	71.9	0.6332
ECB_04222	0.7434	-0.877	0.3765	0.5207	N	7.0	1.0714
ECB_01164	0.5403	-0.122	0.9921	-0.0543	N	615.0	0.4492
ECB_02248	0.9439	-0.241	0.7963	0.1282	N	367.1	0.4430
ECB_03043	0.8038	-0.050	0.8709	0.0586	N	1301.4	0.2213
ECB_00960	0.7156	-0.239	1.0282	-0.0883	N	85.6	1.0421
ECB_00566	0.6834	-0.656	0.6436	0.2705	N	6.6	3.3750
ECB_01449	0.8089	-0.487	0.7033	0.2146	N	15.4	0.5617
ECB_01681	0.8389	-0.040	0.8578	0.0704	N	708.2	0.1894
ECB_01425	0.9496	-0.295	1.0753	-0.1327	N	24.4	1.5059
ECB_01701	0.6510	-0.688	0.7333	0.1862	N	14.1	1.3627
ECB_02289	0.5460	-0.265	0.8601	0.0679	N	186.6	0.5382
ECB_03831	0.8918	-0.728	0.7177	0.2006	N	17.5	2.3938
ECB_04133	0.7213	-0.292	0.8378	0.0885	N	4.1	10.7727
ECB_02904	0.6842	-0.245	1.0271	-0.0880	N	89.7	0.8762
ECB_00886	0.7937	-0.242	0.9833	-0.0472	N	198.9	0.7086
ECB_01191	0.5634	-0.514	0.6553	0.2586	N	4.2	0.9667
ECB_04102	0.9768	-0.121	0.7756	0.1463	N	514.6	0.2527
ECB_03402	0.6953	-0.123	0.4956	0.4070	N	27.0	0.5041
ECB_01192	0.8370	-0.236	1.0883	-0.1456	N	3.6	1.1250
ECB_02589	0.8209	-0.604	0.5631	0.3440	N	37.1	6.6618
ECB_04132	0.9070	-0.604	0.8390	0.0866	N	6.1	3.1875
ECB_00372	0.9427	-0.347	0.9025	0.0273	N	43.4	0.9294
ECB_02883	0.6247	-0.661	0.8285	0.0962	N	20.3	6.6711
ECB_02691	0.7585	-0.154	1.0080	-0.0710	N	4.0	2.2083
ECB_02140	0.8950	-0.595	0.7759	0.1449	N	13.2	2.6000
ECB_02408	0.8066	-0.148	0.9617	-0.0283	N	273.8	0.4736
ECB_00014	0.8709	-0.555	0.5662	0.3398	N	1180.8	0.5955
ECB_00359	0.9042	-0.020	0.9281	0.0028	N	344.4	0.2944
ECB_02146	0.6919	-0.689	0.6817	0.2319	N	37.0	0.7737
ECB_03266	0.7843	-0.368	0.9243	0.0060	N	93.2	0.8976
ECB_02938	0.7840	-0.219	1.0765	-0.1358	N	27.2	1.4531
ECB_01365	0.7214	0.115	1.1552	-0.2091	N	17.2	6.3562
ECB_01318	0.7075	-0.647	0.7927	0.1280	N	30.4	1.3932
ECB_00388	0.9755	-0.116	1.0418	-0.1040	N	383.5	0.5296
ECB_02568	0.7474	-0.961	0.4903	0.4088	N	5.7	0.8226
ECB_01091	0.9279	-0.027	1.0023	-0.0674	N	1410.0	0.2568
ECB_00870	0.8642	-1.049	0.5979	0.3087	N	8.4	2.1048
ECB_00704	0.6708	-0.293	1.0121	-0.0766	N	59.5	0.9185
ECB_01687	0.8553	0.016	0.9816	-0.0484	N	2343.7	0.2232
ECB_03771	0.7145	-0.387	0.8341	0.0886	N	45.0	0.8355
ECB_01375	0.9511	-0.446	0.8700	0.0552	N	29.0	1.3176
ECB_03093	0.6160	-0.158	0.8381	0.0847	N	1088.9	0.2248
ECB_02421	0.6808	-0.192	0.9470	-0.0165	N	310.7	0.4244
ECB_02445	0.6827	-0.107	0.9196	0.0087	N	54.1	0.4777
ECB_03806	0.7297	-0.697	0.7457	0.1699	N	22.8	1.1277
ECB_02798	0.6294	-0.549	0.7789	0.1390	N	13.3	2.1148
ECB_02742	0.9835	-0.092	0.9988	-0.0652	N	486.9	0.3476
ECB_03362	0.8617	-0.335	0.9525	-0.0223	N	10.5	1.2625
ECB_00008	0.8237	-0.101	0.8214	0.0994	N	712.5	0.2113
ECB_03052	0.9617	-0.377	0.8107	0.1092	N	144.8	0.7751
ECB_01522	0.6629	-0.886	0.6088	0.2965	N	1.3	4.5000
ECB_02961	0.8930	-0.227	0.9488	-0.0192	N	51.7	0.7924
ECB_03505	0.9589	-0.233	0.9719	-0.0407	N	92.1	0.9248
ECB_00550	0.8448	-0.143	1.1241	-0.1821	N	2124.9	0.7184
ECB_02064	0.6394	-0.625	0.6179	0.2876	N	70.5	0.5489
ECB_03578	0.9082	-0.157	1.0936	-0.1538	N	24.9	1.1615
ECB_00916	0.6758	-0.136	0.8004	0.1181	N	241.5	0.2478
ECB_03097	0.7721	-0.174	1.0328	-0.0977	N	63.4	1.7665
ECB_03098	0.5793	-0.496	0.6991	0.2115	N	34.6	1.1467
ECB_01212	0.6182	-0.239	0.6154	0.2890	N	234.3	0.2837
ECB_03707	0.8960	-0.381	1.0336	-0.0989	N	7.7	1.1772
ECB_02796	0.7398	-0.427	0.7740	0.1417	N	10.9	1.1934
RF02079.1	0.8057	-0.934	0.5331	0.3640	N	11.3	2.1875
ECB_03513	0.9236	-0.191	0.7744	0.1404	N	123.7	0.3264
ECB_03557	0.9430	-0.172	0.7909	0.1250	N	1.9	2.3824
ECB_01692	0.8088	-0.564	0.7090	0.2007	N	52.8	0.7553
ECB_00923	0.6920	-0.413	0.9215	0.0039	N	72.6	1.3320
ECB_03136	0.8029	-0.337	0.9226	0.0027	N	90.8	0.9462
ECB_01406	0.8180	-0.384	0.9256	-0.0001	N	43.7	0.9393
ECB_04151	0.7495	-0.246	0.9089	0.0154	N	5.5	2.1000
ECB_03862	0.6422	0.343	1.2549	-0.3049	N	13656.7	0.0889
ECB_03474	0.8965	-0.493	0.8265	0.0912	N	165.3	0.3466
ECB_04058	0.5810	-0.548	0.8196	0.0974	N	18.3	1.8214
ECB_02343	0.8133	-0.304	0.7158	0.1933	N	2.4	1.4464
ECB_03787	0.9511	-0.992	0.5074	0.3860	N	4.0	2.1875
ECB_02714	0.7012	-0.493	0.7932	0.1216	N	20.7	1.1713
ECB_01269	0.7508	-0.172	0.4809	0.4103	N	23.0	0.4399
ECB_00596	0.6869	0.168	0.6675	0.2378	N	455.6	0.1161
ECB_00404	0.7758	-0.240	0.9369	-0.0113	N	41.3	0.8137
ECB_01973	0.9610	-0.136	1.1081	-0.1698	N	77.9	1.2867
ECB_01969	0.5843	-0.178	0.9065	0.0165	N	70.0	0.6394
ECB_01389	0.8268	-0.095	0.9405	-0.0151	N	0.8	2.5714
ECB_02911	0.6987	-0.312	0.8352	0.0822	N	37.5	0.4559
ECB_01787	0.9751	-0.238	0.8479	0.0704	N	355.3	0.3491
ECB_03782	0.9928	-0.378	0.8328	0.0842	N	9.9	2.6118
ECB_02394	0.8247	-0.280	0.6724	0.2324	N	93.7	0.3440
ECB_03466	0.5534	0.241	0.4482	0.4394	N	1000.7	0.0780
ECB_03897	0.8020	-0.252	0.7145	0.1932	N	484.8	0.2331
ECB_01747	0.8710	0.154	1.1315	-0.1920	N	219.0	0.3378
ECB_00306	0.9568	-0.269	0.8397	0.0774	N	7.5	0.7864
ECB_00327	0.8553	0.032	1.1859	-0.2424	N	203.5	0.7630
ECB_02230	0.7644	-0.329	0.9406	-0.0162	N	13.3	1.9302
ECB_04122	0.9432	-0.259	0.8763	0.0431	N	35.6	1.9959
ECB_01796	0.4170	-0.318	0.8842	0.0358	N	39.4	1.0989
ECB_00426	0.6987	-0.510	0.8494	0.0678	N	20.7	1.1835
ECB_03963	0.7900	-0.155	0.8780	0.0414	N	28.7	0.6215
ECB_01200	0.8648	-0.325	0.8478	0.0693	N	30.0	0.8179
ECB_03140	0.8020	-0.219	0.5119	0.3788	N	68.4	0.3615
ECB_03655	0.6293	-0.671	0.6710	0.2319	N	6.4	1.0519
ECB_02741	0.8805	-0.175	1.0196	-0.0897	N	415.3	0.4692
ECB_02478	0.8454	-0.372	0.9000	0.0206	N	150.9	0.6728
ECB_02422	0.7786	-0.014	1.1150	-0.1777	N	726.8	0.4354
ECB_01459	0.8244	-0.104	1.0509	-0.1186	N	13.8	4.4259
ECB_02936	0.5701	-0.151	0.9855	-0.0584	N	281.5	0.5650
ECB_03475	0.9279	-0.350	0.8754	0.0432	N	313.3	0.3371
ECB_02342	0.7367	-0.040	0.7365	0.1709	N	2.6	0.5625
ECB_02071	0.5281	-0.647	0.6666	0.2350	N	23.8	0.5901
ECB_02298	0.7793	-0.328	0.8702	0.0472	N	82.2	0.7574
ECB_03796	0.9225	-0.373	0.8206	0.0927	N	51.0	0.6414
ECB_01409	0.6492	-0.289	1.0350	-0.1047	N	177.5	0.8607
ECB_02516	0.7239	-0.966	0.5847	0.3101	N	13.2	1.5000
ECB_00936	0.6266	0.028	1.0154	-0.0868	N	377.8	0.2683
ECB_00201	0.8121	-0.231	0.9873	-0.0608	N	34.3	1.1856
ECB_03456	0.7101	-0.470	0.8392	0.0755	N	83.7	0.6845
ECB_00694	0.7847	-0.468	0.7067	0.1971	N	39.3	0.4189
ECB_03353	0.7965	0.127	0.9208	0.0000	N	0.4	15.0000
ECB_03200	0.9582	0.215	0.9835	-0.0578	N	1103.9	0.1179
ECB_02316	0.6048	0.087	0.9862	-0.0606	N	1869.3	0.1378
ECB_02964	0.5637	-0.270	0.9218	-0.0013	N	92.2	0.6489
ECB_00675	0.8594	-0.309	0.8075	0.1038	N	4.3	1.3200
ECB_02150	0.8071	-0.443	0.7777	0.1309	N	3.2	3.8250
ECB_01202	0.8639	-0.753	0.6920	0.2097	N	22.1	1.6192
RF00118.1	0.8817	-0.287	0.9795	-0.0552	N	147.6	0.7367
ECB_01104	0.9076	-0.265	0.7597	0.1469	N	152.3	0.3969
ECB_02979	0.8020	-0.206	0.9741	-0.0504	N	70.9	0.5142
ECB_03366	0.6401	0.033	1.1797	-0.2394	N	14.6	3.9844
ECB_03810	0.8209	-0.220	1.0708	-0.1396	N	65.9	1.8173
ECB_01739	0.6706	-0.417	0.9037	0.0140	N	27.9	1.2434
ECB_03922	0.7700	0.119	0.9444	-0.0234	N	30.4	6.5137
ECB_03291	0.9429	-0.107	0.8140	0.0963	N	114.3	0.2751
ECB_04140	0.6825	-0.277	0.9361	-0.0160	N	34.4	1.1096
ECB_01107	0.9816	-0.190	1.0745	-0.1433	N	29.3	1.8068
ECB_02912	0.9559	-0.194	0.9575	-0.0359	N	60.9	0.7807
ECB_00551	0.6772	-0.619	0.9744	-0.0515	N	29.6	1.9886
ECB_03183	0.8545	-0.157	0.8310	0.0802	N	1.5	2.1429
ECB_02690	0.8173	-0.388	0.6922	0.2076	N	12.8	0.9329
ECB_03462	0.7941	-0.154	0.5168	0.3686	N	33.3	0.2779
ECB_04080	0.8488	0.012	1.0033	-0.0781	N	594.6	0.2715
ECB_00333	0.8911	-0.125	0.5869	0.3041	N	56.1	0.2607
ECB_00246	0.7533	-0.208	1.0067	-0.0813	N	195.8	0.4449
ECB_01824	0.7805	-0.239	1.0507	-0.1219	N	86.3	0.9847
ECB_02096	0.9492	-0.126	0.7581	0.1467	N	138.6	0.2953
ECB_00680	0.7840	-0.244	0.8553	0.0569	N	1013.4	0.3822
ECB_03280	0.7809	0.126	0.9644	-0.0432	N	592.1	0.1442
ECB_00623	0.7704	0.138	1.0263	-0.1000	N	1151.2	0.1595
ECB_01367	0.6013	-0.306	0.7425	0.1602	N	58.4	0.5187
ECB_03135	0.7274	-0.307	0.8946	0.0207	N	160.2	0.5576
ECB_00997	0.7015	-0.230	0.8927	0.0223	N	6.1	2.4000
ECB_03282	0.9249	-0.371	0.7650	0.1394	N	221.3	0.3634
ECB_02909	0.7571	-0.122	0.8165	0.0918	N	299.9	0.3005
ECB_00203	0.8047	-0.291	0.9155	0.0007	N	44.4	1.0104
ECB_00956	0.8862	-0.197	0.6044	0.2856	N	25.9	0.3869
ECB_00813	0.9190	-0.361	0.7660	0.1374	N	12.2	3.5795
ECB_01209	0.5803	-0.291	0.9648	-0.0447	N	71.0	0.9763
ECB_01018	0.7591	0.130	1.0257	-0.1007	N	386.3	0.2422
ECB_02685	0.6395	-0.050	1.0674	-0.1389	N	174.0	0.5076
ECB_03075	0.7695	-0.159	0.8525	0.0578	N	547.1	0.2162
ECB_04118	0.9560	-0.372	0.8421	0.0672	N	7.9	1.4655
ECB_00043	0.5930	0.336	1.3500	-0.3978	N	46.9	4.6068
ECB_03072	0.8956	0.275	1.3281	-0.3778	N	868.6	0.2453
ECB_02846	0.6755	-0.858	0.6725	0.2221	N	29.8	2.9000
ECB_01155	0.9959	-0.341	0.8263	0.0813	N	97.0	0.4381
ECB_01610	0.8730	-0.247	1.0205	-0.0966	N	89.5	0.8800
ECB_02235	0.9011	-0.043	0.7524	0.1487	N	1381.7	0.0991
ECB_02221	0.6721	0.004	1.0994	-0.1690	N	195.3	0.2751
ECB_02975	0.8519	-1.081	0.6732	0.2207	N	3.2	1.6800
ECB_02429	0.8865	-0.034	0.9319	-0.0160	N	61.9	0.3697
ECB_04002	0.3517	-0.229	0.8439	0.0644	N	6.5	2.7321
ECB_01062	0.7534	-0.347	0.8583	0.0512	N	61.5	0.5478
ECB_01390	0.8220	-0.239	0.7773	0.1249	N	94.8	0.3417
ECB_01379	0.9685	-0.304	0.9655	-0.0472	N	243.0	1.2337
ECB_01549	0.8617	-0.065	1.1500	-0.2159	N	6.2	1.6429
ECB_01994	0.5420	-0.221	0.9748	-0.0558	N	50.7	0.9456
ECB_01798	0.9942	-0.290	0.9845	-0.0648	N	69.0	0.8762
ECB_03388	0.8353	-0.244	1.0705	-0.1434	N	29.6	0.9754
ECB_01876	0.6146	-0.202	0.8942	0.0175	N	195.6	0.4451
ECB_00176	0.8130	0.232	0.8725	0.0372	N	1999.6	0.0670
ECB_03198	0.5974	-0.047	0.8491	0.0585	N	1344.5	0.2041
ECB_01177	0.9248	-0.109	1.0229	-0.1002	N	19.7	2.9444
ECB_01879	0.6743	-0.319	0.9119	0.0007	N	11.4	1.1934
ECB_00579	0.5671	-0.244	0.9251	-0.0116	N	58.3	0.7398
ECB_00160	0.6770	-0.325	0.8365	0.0692	N	474.4	0.4685
ECB_02652	0.9181	-0.462	0.7888	0.1127	N	42.3	1.0833
ECB_02407	0.8666	0.196	0.9927	-0.0733	N	495.1	0.1672
ECB_03404	0.9432	0.081	0.9772	-0.0594	N	165.0	0.2186
ECB_00200	0.8689	-0.458	0.7932	0.1084	N	19.2	0.8346
ECB_03420	0.7859	-0.797	0.6276	0.2592	N	6.9	1.1645
ECB_00972	0.9322	-0.437	0.6858	0.2060	N	11.2	0.6414
ECB_03779	0.5138	0.036	1.1724	-0.2377	N	711.2	0.4224
ECB_03199	0.7487	-0.662	0.6386	0.2489	N	10.4	1.0699
RF00021.1	0.8393	0.229	1.0531	-0.1291	N	2544.3	0.0899
ECB_03719	0.8003	-0.537	0.6381	0.2491	N	17.0	0.5393
ECB_02849	0.8250	-0.455	0.7365	0.1594	N	87.1	0.7246
ECB_02757	0.7514	0.231	1.0290	-0.1072	N	1741.0	0.0950
ECB_03676	0.6225	0.157	1.1215	-0.1915	N	4.5	4.8889
ECB_03314	0.9843	-0.240	0.8310	0.0731	N	24.9	0.8270
ECB_02797	0.8618	-0.371	0.8458	0.0596	N	16.1	1.1927
ECB_04245	0.8774	-0.968	0.8222	0.0811	N	103.2	14.1290
ECB_01378	0.8168	-0.265	0.8975	0.0124	N	24.4	3.7413
ECB_03792	0.9625	-0.709	0.7073	0.1853	N	8.1	2.0308
ECB_03207	0.8263	0.050	1.0583	-0.1344	N	163.5	0.3227
ECB_02699	0.9112	-0.350	0.8755	0.0319	N	11.0	3.3937
ECB_00626	0.7240	-0.169	0.8690	0.0377	N	164.0	0.3690
ECB_02981	0.7671	0.045	1.1746	-0.2405	N	7.3	0.8700
ECB_04059	0.7988	-0.556	0.8195	0.0827	N	28.8	1.5561
ECB_03374	0.6294	-0.112	0.9817	-0.0650	N	17.7	0.5402
ECB_02620	0.7291	-0.243	0.8787	0.0287	N	8.4	1.0000
ECB_01948	0.5590	-0.169	0.5579	0.3207	N	164.0	0.2382
ECB_01713	0.5514	-0.932	0.4227	0.4436	N	43.0	0.4473
ECB_01253	0.5989	0.068	0.9377	-0.0251	N	314.7	0.1925
ECB_02730	0.6194	-0.167	0.9674	-0.0522	N	180.3	0.4162
ECB_04234	0.7594	-0.581	0.8528	0.0519	N	16.7	2.8093
ECB_03342	0.6965	0.077	0.5864	0.2938	N	124.7	0.1797
ECB_04003	0.7682	-0.031	0.8646	0.0408	N	0.8	4.2000
ECB_00712	0.9578	-0.416	0.8776	0.0290	N	93.7	0.7987
ECB_01624	0.7489	0.008	1.1044	-0.1773	N	226.9	0.5623
ECB_01448	0.8299	-0.829	0.6719	0.2160	N	25.7	1.7665
ECB_03189	0.9467	-0.255	0.9532	-0.0401	N	27.0	1.0921
ECB_00123	0.6292	0.272	0.8001	0.0990	N	819.7	0.0848
ECB_02747	0.8523	-0.227	0.8659	0.0391	N	201.3	0.4428
ECB_01769	0.5679	-0.156	1.0758	-0.1516	N	43.1	1.4051
ECB_04099	0.6524	-0.796	0.5203	0.3533	N	9.6	1.0139
ECB_03406	0.9613	0.329	1.3181	-0.3719	N	26029.4	0.1851
ECB_04149	0.8136	-0.387	0.9269	-0.0165	N	9.1	1.6319
ECB_01134	0.6872	0.418	1.1764	-0.2434	N	7426.9	0.0521
ECB_02102	0.5880	-0.393	0.9577	-0.0447	N	182.1	1.5208
ECB_02994	0.7525	-0.085	1.0882	-0.1633	N	50.5	0.8868
ECB_03801	0.9790	-0.011	0.8570	0.0465	N	529.0	0.1436
ECB_02215	0.6695	-0.078	1.1123	-0.1853	N	68.1	1.4180
ECB_01858	0.8400	0.121	1.3066	-0.3618	N	8.2	0.7500
ECB_00431	0.7755	-0.143	0.9720	-0.0580	N	74.6	0.4755
ECB_04039	0.6095	-0.044	0.9094	-0.0012	N	254.2	0.2691
ECB_04095	0.5475	0.464	1.2019	-0.2670	N	703.9	0.0954
ECB_01196	0.6571	-0.405	0.8516	0.0508	N	70.7	1.2489
ECB_01498	0.6243	0.170	1.0860	-0.1619	N	356.9	0.1857
ECB_03750	0.6231	-0.282	0.6784	0.2079	N	157.3	0.3150
ECB_02481	0.6704	0.041	1.0762	-0.1532	N	148.1	0.3648
ECB_02624	0.7100	0.384	0.8178	0.0811	N	3080.0	0.0369
ECB_02499	0.8648	-0.015	1.0456	-0.1256	N	613.1	0.3366
ECB_01843	0.7928	-0.344	0.9428	-0.0324	N	39.5	1.2944
ECB_00553	0.6147	-0.178	1.1389	-0.2103	N	177.1	0.9602
ECB_02864	0.9403	-0.179	0.8697	0.0338	N	206.5	0.3169
ECB_00223	0.6600	-0.958	0.5399	0.3327	N	1.4	2.5000
